Chromosome	Location	Probe_ID	Gene_Feature	Start	End	Strand	transcript_id	targetFromSourceId	Gene_symbol	canonical
chr8	38436528	cg21404820	intron	38429949	38457355	-	ENST00000341462	ENSG00000077782	FGFR1	No
chr8	38436528	cg21404820	intron	38429949	38457355	-	ENST00000397090	ENSG00000077782	FGFR1	No
chr8	38436528	cg21404820	intron	38429949	38457355	-	ENST00000397091	ENSG00000077782	FGFR1	No
chr8	38436528	cg21404820	intron	38429949	38457355	-	ENST00000397108	ENSG00000077782	FGFR1	No
chr8	38436528	cg21404820	intron	38429949	38457355	-	ENST00000397113	ENSG00000077782	FGFR1	No
chr8	38436528	cg21404820	intron	38429949	38457355	-	ENST00000413133	ENSG00000077782	FGFR1	No
chr8	38436528	cg21404820	intron	38429949	38457355	-	ENST00000425967	ENSG00000077782	FGFR1	No
chr8	38436528	cg21404820	intron	38429949	38457355	-	ENST00000447712	ENSG00000077782	FGFR1	Yes
chr8	38436528	cg21404820	intron	38429949	38457355	-	ENST00000484370	ENSG00000077782	FGFR1	No
chr8	38436528	cg21404820	intron	38429949	38457355	-	ENST00000525001	ENSG00000077782	FGFR1	No
chr8	38436528	cg21404820	intron	38429949	38457355	-	ENST00000532791	ENSG00000077782	FGFR1	No
chr8	38436528	cg21404820	intron	38429949	38457355	-	ENST00000649678	ENSG00000077782	FGFR1	No
chr8	38436528	cg21404820	intron	38429949	38457355	-	ENST00000674474	ENSG00000077782	FGFR1	No
chr8	38436528	cg21404820	intron	38429949	38457355	-	ENST00000683276	ENSG00000077782	FGFR1	No
chr8	38436528	cg21404820	intron	38429949	38457355	-	ENST00000683765	ENSG00000077782	FGFR1	No
chr8	38436528	cg21404820	intron	38429949	38457355	-	ENST00000683795	ENSG00000077782	FGFR1	No
chr8	38436528	cg21404820	intron	38429949	38457355	-	ENST00000683815	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38421942	38457355	-	ENST00000530701	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38428436	38457355	-	ENST00000326324	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38428436	38457355	-	ENST00000356207	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38428436	38457355	-	ENST00000397103	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38428436	38457355	-	ENST00000434187	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38428436	38457355	-	ENST00000470826	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38428436	38457355	-	ENST00000496296	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38428436	38457355	-	ENST00000526742	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38428436	38457355	-	ENST00000527203	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38428436	38457355	-	ENST00000529552	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38428436	38457355	-	ENST00000530568	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38428436	38457355	-	ENST00000619564	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38428436	38457355	-	ENST00000683948	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38428436	38457355	-	ENST00000684654	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38428436	38467671	-	ENST00000533668	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38429391	38457355	-	ENST00000487647	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38429949	38440305	-	ENST00000335922	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38429949	38443396	-	ENST00000674189	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38429949	38443396	-	ENST00000674380	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38429949	38457355	-	ENST00000341462	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38429949	38457355	-	ENST00000397090	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38429949	38457355	-	ENST00000397091	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38429949	38457355	-	ENST00000397108	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38429949	38457355	-	ENST00000397113	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38429949	38457355	-	ENST00000413133	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38429949	38457355	-	ENST00000425967	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38429949	38457355	-	ENST00000447712	ENSG00000077782	FGFR1	Yes
chr8	38436555	cg13975464	intron	38429949	38457355	-	ENST00000484370	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38429949	38457355	-	ENST00000525001	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38429949	38457355	-	ENST00000532791	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38429949	38457355	-	ENST00000649678	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38429949	38457355	-	ENST00000674474	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38429949	38457355	-	ENST00000683276	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38429949	38457355	-	ENST00000683765	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38429949	38457355	-	ENST00000683795	ENSG00000077782	FGFR1	No
chr8	38436555	cg13975464	intron	38429949	38457355	-	ENST00000683815	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38421942	38457355	-	ENST00000530701	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38428436	38457355	-	ENST00000326324	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38428436	38457355	-	ENST00000356207	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38428436	38457355	-	ENST00000397103	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38428436	38457355	-	ENST00000434187	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38428436	38457355	-	ENST00000470826	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38428436	38457355	-	ENST00000496296	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38428436	38457355	-	ENST00000526742	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38428436	38457355	-	ENST00000527203	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38428436	38457355	-	ENST00000529552	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38428436	38457355	-	ENST00000530568	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38428436	38457355	-	ENST00000619564	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38428436	38457355	-	ENST00000683948	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38428436	38457355	-	ENST00000684654	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38428436	38467671	-	ENST00000533668	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38429391	38457355	-	ENST00000487647	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38429949	38440305	-	ENST00000335922	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38429949	38443396	-	ENST00000674189	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38429949	38443396	-	ENST00000674380	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38429949	38457355	-	ENST00000341462	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38429949	38457355	-	ENST00000397090	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38429949	38457355	-	ENST00000397091	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38429949	38457355	-	ENST00000397108	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38429949	38457355	-	ENST00000397113	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38429949	38457355	-	ENST00000413133	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38429949	38457355	-	ENST00000425967	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38429949	38457355	-	ENST00000447712	ENSG00000077782	FGFR1	Yes
chr8	38440228	cg18106968	intron	38429949	38457355	-	ENST00000484370	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38429949	38457355	-	ENST00000525001	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38429949	38457355	-	ENST00000532791	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38429949	38457355	-	ENST00000649678	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38429949	38457355	-	ENST00000674474	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38429949	38457355	-	ENST00000683276	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38429949	38457355	-	ENST00000683765	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38429949	38457355	-	ENST00000683795	ENSG00000077782	FGFR1	No
chr8	38440228	cg18106968	intron	38429949	38457355	-	ENST00000683815	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	promoter	38440374	38441374	-	ENST00000335922	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38421942	38457355	-	ENST00000530701	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38428436	38457355	-	ENST00000326324	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38428436	38457355	-	ENST00000356207	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38428436	38457355	-	ENST00000397103	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38428436	38457355	-	ENST00000434187	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38428436	38457355	-	ENST00000470826	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38428436	38457355	-	ENST00000496296	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38428436	38457355	-	ENST00000526742	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38428436	38457355	-	ENST00000527203	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38428436	38457355	-	ENST00000529552	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38428436	38457355	-	ENST00000530568	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38428436	38457355	-	ENST00000619564	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38428436	38457355	-	ENST00000683948	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38428436	38457355	-	ENST00000684654	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38428436	38467671	-	ENST00000533668	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38429391	38457355	-	ENST00000487647	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38429949	38443396	-	ENST00000674189	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38429949	38443396	-	ENST00000674380	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38429949	38457355	-	ENST00000341462	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38429949	38457355	-	ENST00000397090	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38429949	38457355	-	ENST00000397091	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38429949	38457355	-	ENST00000397108	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38429949	38457355	-	ENST00000397113	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38429949	38457355	-	ENST00000413133	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38429949	38457355	-	ENST00000425967	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38429949	38457355	-	ENST00000447712	ENSG00000077782	FGFR1	Yes
chr8	38440697	cg05638032	intron	38429949	38457355	-	ENST00000484370	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38429949	38457355	-	ENST00000525001	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38429949	38457355	-	ENST00000532791	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38429949	38457355	-	ENST00000649678	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38429949	38457355	-	ENST00000674474	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38429949	38457355	-	ENST00000683276	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38429949	38457355	-	ENST00000683765	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38429949	38457355	-	ENST00000683795	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38429949	38457355	-	ENST00000683815	ENSG00000077782	FGFR1	No
chr8	38440697	cg05638032	intron	38440374	38457355	-	ENST00000335922	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38421942	38457355	-	ENST00000530701	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38428436	38457355	-	ENST00000326324	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38428436	38457355	-	ENST00000356207	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38428436	38457355	-	ENST00000397103	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38428436	38457355	-	ENST00000434187	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38428436	38457355	-	ENST00000470826	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38428436	38457355	-	ENST00000496296	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38428436	38457355	-	ENST00000526742	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38428436	38457355	-	ENST00000527203	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38428436	38457355	-	ENST00000529552	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38428436	38457355	-	ENST00000530568	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38428436	38457355	-	ENST00000619564	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38428436	38457355	-	ENST00000683948	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38428436	38457355	-	ENST00000684654	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38428436	38467671	-	ENST00000533668	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38429391	38457355	-	ENST00000487647	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38429949	38443396	-	ENST00000674189	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38429949	38443396	-	ENST00000674380	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38429949	38457355	-	ENST00000341462	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38429949	38457355	-	ENST00000397090	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38429949	38457355	-	ENST00000397091	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38429949	38457355	-	ENST00000397108	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38429949	38457355	-	ENST00000397113	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38429949	38457355	-	ENST00000413133	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38429949	38457355	-	ENST00000425967	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38429949	38457355	-	ENST00000447712	ENSG00000077782	FGFR1	Yes
chr8	38442616	cg16625770	intron	38429949	38457355	-	ENST00000484370	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38429949	38457355	-	ENST00000525001	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38429949	38457355	-	ENST00000532791	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38429949	38457355	-	ENST00000649678	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38429949	38457355	-	ENST00000674474	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38429949	38457355	-	ENST00000683276	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38429949	38457355	-	ENST00000683765	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38429949	38457355	-	ENST00000683795	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38429949	38457355	-	ENST00000683815	ENSG00000077782	FGFR1	No
chr8	38442616	cg16625770	intron	38440374	38457355	-	ENST00000335922	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38421942	38457355	-	ENST00000530701	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38428436	38457355	-	ENST00000326324	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38428436	38457355	-	ENST00000356207	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38428436	38457355	-	ENST00000397103	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38428436	38457355	-	ENST00000434187	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38428436	38457355	-	ENST00000470826	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38428436	38457355	-	ENST00000496296	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38428436	38457355	-	ENST00000526742	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38428436	38457355	-	ENST00000527203	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38428436	38457355	-	ENST00000529552	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38428436	38457355	-	ENST00000530568	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38428436	38457355	-	ENST00000619564	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38428436	38457355	-	ENST00000683948	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38428436	38457355	-	ENST00000684654	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38428436	38467671	-	ENST00000533668	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38429391	38457355	-	ENST00000487647	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38429949	38457355	-	ENST00000341462	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38429949	38457355	-	ENST00000397090	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38429949	38457355	-	ENST00000397091	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38429949	38457355	-	ENST00000397108	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38429949	38457355	-	ENST00000397113	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38429949	38457355	-	ENST00000413133	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38429949	38457355	-	ENST00000425967	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38429949	38457355	-	ENST00000447712	ENSG00000077782	FGFR1	Yes
chr8	38446971	cg10480328	intron	38429949	38457355	-	ENST00000484370	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38429949	38457355	-	ENST00000525001	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38429949	38457355	-	ENST00000532791	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38429949	38457355	-	ENST00000649678	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38429949	38457355	-	ENST00000674474	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38429949	38457355	-	ENST00000683276	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38429949	38457355	-	ENST00000683765	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38429949	38457355	-	ENST00000683795	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38429949	38457355	-	ENST00000683815	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38440374	38457355	-	ENST00000335922	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38443493	38457355	-	ENST00000674189	ENSG00000077782	FGFR1	No
chr8	38446971	cg10480328	intron	38443493	38457355	-	ENST00000674380	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38421942	38457355	-	ENST00000530701	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38428436	38457355	-	ENST00000326324	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38428436	38457355	-	ENST00000356207	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38428436	38457355	-	ENST00000397103	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38428436	38457355	-	ENST00000434187	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38428436	38457355	-	ENST00000470826	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38428436	38457355	-	ENST00000496296	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38428436	38457355	-	ENST00000526742	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38428436	38457355	-	ENST00000527203	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38428436	38457355	-	ENST00000529552	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38428436	38457355	-	ENST00000530568	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38428436	38457355	-	ENST00000619564	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38428436	38457355	-	ENST00000683948	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38428436	38457355	-	ENST00000684654	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38428436	38467671	-	ENST00000533668	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38429391	38457355	-	ENST00000487647	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38429949	38457355	-	ENST00000341462	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38429949	38457355	-	ENST00000397090	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38429949	38457355	-	ENST00000397091	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38429949	38457355	-	ENST00000397108	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38429949	38457355	-	ENST00000397113	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38429949	38457355	-	ENST00000413133	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38429949	38457355	-	ENST00000425967	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38429949	38457355	-	ENST00000447712	ENSG00000077782	FGFR1	Yes
chr8	38449516	cg10094056	intron	38429949	38457355	-	ENST00000484370	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38429949	38457355	-	ENST00000525001	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38429949	38457355	-	ENST00000532791	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38429949	38457355	-	ENST00000649678	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38429949	38457355	-	ENST00000674474	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38429949	38457355	-	ENST00000683276	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38429949	38457355	-	ENST00000683765	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38429949	38457355	-	ENST00000683795	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38429949	38457355	-	ENST00000683815	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38440374	38457355	-	ENST00000335922	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38443493	38457355	-	ENST00000674189	ENSG00000077782	FGFR1	No
chr8	38449516	cg10094056	intron	38443493	38457355	-	ENST00000674380	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38421942	38457355	-	ENST00000530701	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38428436	38457355	-	ENST00000326324	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38428436	38457355	-	ENST00000356207	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38428436	38457355	-	ENST00000397103	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38428436	38457355	-	ENST00000434187	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38428436	38457355	-	ENST00000470826	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38428436	38457355	-	ENST00000496296	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38428436	38457355	-	ENST00000526742	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38428436	38457355	-	ENST00000527203	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38428436	38457355	-	ENST00000529552	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38428436	38457355	-	ENST00000530568	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38428436	38457355	-	ENST00000619564	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38428436	38457355	-	ENST00000683948	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38428436	38457355	-	ENST00000684654	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38428436	38467671	-	ENST00000533668	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38429391	38457355	-	ENST00000487647	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38429949	38457355	-	ENST00000341462	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38429949	38457355	-	ENST00000397090	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38429949	38457355	-	ENST00000397091	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38429949	38457355	-	ENST00000397108	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38429949	38457355	-	ENST00000397113	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38429949	38457355	-	ENST00000413133	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38429949	38457355	-	ENST00000425967	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38429949	38457355	-	ENST00000447712	ENSG00000077782	FGFR1	Yes
chr8	38450444	cg00676030	intron	38429949	38457355	-	ENST00000484370	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38429949	38457355	-	ENST00000525001	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38429949	38457355	-	ENST00000532791	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38429949	38457355	-	ENST00000649678	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38429949	38457355	-	ENST00000674474	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38429949	38457355	-	ENST00000683276	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38429949	38457355	-	ENST00000683765	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38429949	38457355	-	ENST00000683795	ENSG00000077782	FGFR1	No
chr8	38450444	cg00676030	intron	38429949	38457355	-	ENST00000683815	ENSG00000077782	FGFR1	No
