pathway_id	pathway_name	genes	control_cohort	count_with_plp_case	count_without_plp_case	count_with_plp_control	count_without_plp_control	p	OR	ci.int1	ci.int2	FDR	database
path:hsa00590	Arachidonic acid metabolism	PLA2G4B,PTGES3,PLAAT3,CYP4F8,CYP2U1,PLA2G4E,PRXL2B,PTGR2,PLB1,CYP2B6,CYP2C19,CYP2C8,CYP2C9,CYP2E1,CYP2J2,EPHX2,PTGR1,ALOX12,ALOX5,ALOX12B,ALOX15,ALOX15B,PLA2G4F,PLA2G2D,GGT1,GGT5,HPGDS,PLA2G4D,ZADH2,GPX4,PLA2G2E,HPGD,PLA2G2C,LTA4H,CYP4F3,LTC4S,PLA2G3,PLA2G1B,PLA2G2A,PLA2G4A,PLA2G5,PLAAT2,PTGDS,PTGIS,PTGS1,PTGS2,ALOXE3,PLA2G2F,TBXAS1,PTGES2,PLA2G12A,PLA2G6,PLA2G10,PLA2G12B,CYP4F2,PLA2G4C,AKR1C3,JMJD7-PLA2G4B,CBR1,CBR3,PTGES	PMBB_noTumor	17	821	111	6184	0.578976707	1.153550645	0.645416105	1.943913155	1	KEGG
path:hsa00591	Linoleic acid metabolism	PLA2G4B,PLAAT3,PLA2G4E,PLB1,CYP1A2,CYP2C19,CYP2C8,CYP2C9,CYP2E1,CYP2J2,CYP3A4,ALOX15,PLA2G4F,PLA2G2D,PLA2G4D,PLA2G2E,PLA2G2C,PLA2G3,PLA2G1B,PLA2G2A,PLA2G4A,PLA2G5,PLAAT2,PLA2G2F,PLA2G12A,PLA2G6,PLA2G10,PLA2G12B,PLA2G4C,JMJD7-PLA2G4B	gnomAD	11	827	275	73748	4.37254e-4	3.566581826	1.753008764	6.516526545	0.146917379	KEGG
path:hsa00591	Linoleic acid metabolism	PLA2G4B,PLAAT3,PLA2G4E,PLB1,CYP1A2,CYP2C19,CYP2C8,CYP2C9,CYP2E1,CYP2J2,CYP3A4,ALOX15,PLA2G4F,PLA2G2D,PLA2G4D,PLA2G2E,PLA2G2C,PLA2G3,PLA2G1B,PLA2G2A,PLA2G4A,PLA2G5,PLAAT2,PLA2G2F,PLA2G12A,PLA2G6,PLA2G10,PLA2G12B,PLA2G4C,JMJD7-PLA2G4B	PMBB_noCancer	11	827	71	7998	0.249590566	1.498249352	0.712812683	2.860299389	1	KEGG
path:hsa00591	Linoleic acid metabolism	PLA2G4B,PLAAT3,PLA2G4E,PLB1,CYP1A2,CYP2C19,CYP2C8,CYP2C9,CYP2E1,CYP2J2,CYP3A4,ALOX15,PLA2G4F,PLA2G2D,PLA2G4D,PLA2G2E,PLA2G2C,PLA2G3,PLA2G1B,PLA2G2A,PLA2G4A,PLA2G5,PLAAT2,PLA2G2F,PLA2G12A,PLA2G6,PLA2G10,PLA2G12B,PLA2G4C,JMJD7-PLA2G4B	PMBB_noTumor	11	827	57	6238	0.254626655	1.455558197	0.68538686	2.818707785	1	KEGG
path:hsa00592	alpha-Linolenic acid metabolism	PLA2G4B,PLAAT3,PLA2G4E,PLB1,PLA2G4F,PLA2G2D,PLA2G4D,ACAA1,PLA2G2E,PLA2G2C,PLA2G3,ACOX1,PLA2G1B,PLA2G2A,PLA2G4A,PLA2G5,PLAAT2,PLA2G2F,PLA2G12A,ACOX3,PLA2G6,PLA2G10,PLA2G12B,PLA2G4C,JMJD7-PLA2G4B,FADS2	gnomAD	7	831	228	73795	0.017369421	2.726233948	1.080480833	5.733951689	1	KEGG
path:hsa00592	alpha-Linolenic acid metabolism	PLA2G4B,PLAAT3,PLA2G4E,PLB1,PLA2G4F,PLA2G2D,PLA2G4D,ACAA1,PLA2G2E,PLA2G2C,PLA2G3,ACOX1,PLA2G1B,PLA2G2A,PLA2G4A,PLA2G5,PLAAT2,PLA2G2F,PLA2G12A,ACOX3,PLA2G6,PLA2G10,PLA2G12B,PLA2G4C,JMJD7-PLA2G4B,FADS2	PMBB_noCancer	7	831	56	8013	0.662118255	1.2052967510000001	0.461905251	2.662370765	1	KEGG
path:hsa00592	alpha-Linolenic acid metabolism	PLA2G4B,PLAAT3,PLA2G4E,PLB1,PLA2G4F,PLA2G2D,PLA2G4D,ACAA1,PLA2G2E,PLA2G2C,PLA2G3,ACOX1,PLA2G1B,PLA2G2A,PLA2G4A,PLA2G5,PLAAT2,PLA2G2F,PLA2G12A,ACOX3,PLA2G6,PLA2G10,PLA2G12B,PLA2G4C,JMJD7-PLA2G4B,FADS2	PMBB_noTumor	7	831	45	6250	0.664911348	1.169906651	0.443656813	2.624911662	1	KEGG
path:hsa01240	Biosynthesis of cofactors	NME6,AK6,COQ7,GPHN,AKR1A1,UGT2B11,MTHFD2,UGT2A1,LIAS,RDH13,AK7,ADSS1,EARS2,AFMID,CMPK2,NADK2,COX10,COX15,CPOX,RDH12,CTPS1,VKORC1L1,ADSL,AK8,ADSS2,IDO2,DHFR,DHODH,NQO1,DLD,SDR16C5,DHFR2,AK1,AK2,AK4,EPRS1,ALAD,ALAS1,ALAS2,ALDH2,ALDH1B1,AK9,FECH,ALDH3A2,NMNAT2,QPRT,HAAO,FPGS,ALPI,ALPL,ALPP,ALPG,MTHFD1L,AK5,GCH1,GGCX,TPK1,COQ2,GCLC,GCLM,MAT2B,GSS,GUSB,NME7,GMPPB,GMPPA,PSAT1,HMBS,HPD,MMAB,NMNAT3,IDO1,LIPT2,MAT1A,MAT2A,MOCS1,MOCS2,MPI,MTHFD2L,MTHFD1,NME1,NME2,NME3,NME4,PHOSPHO2,AK3,COQ6,RDH11,LIPT1,CMPK1,COQ3,PANK1,BCO1,PMM1,PMM2,UGT2B28,UGT1A10,UGT1A8,UGT1A7,UGT1A6,UGT1A5,UGT1A9,UGT1A4,UGT1A1,UGT1A3,PPOX,OXSM,PNPO,NADSYN1,RFK,ASPDH,CTPS2,PDXP,UGT2A2,PTS,BCAT1,BCAT2,PPCDC,SHMT1,SHMT2,NMNAT1,NADK,NME1-NME2,SPR,TDO2,UGDH,UGP2,UGT2B4,UGT2B7,UGT2B10,UGT2B15,UGT2B17,UMPS,UROD,UROS,CAD,VKORC1,PANK3,PPCS,UGT2A3,PANK2,FLAD1,COASY,COQ5,KMO,PDXK,HSD17B6,GGH,KYNU,NFS1,RGN,DHRS3,NAPRT	gnomAD	68	770	2742	71281	4.33e-9	2.295848338	1.759354559	2.954068036	1.46e-6	KEGG
path:hsa00600	Sphingolipid metabolism	SPTLC1,CERS1,NEU3,DEGS2,ACER1,NEU4,SGPP2,SGMS2,CERS3,KDSR,CERS6,GALC,B4GALNT1,SGMS1,GBA,GLA,GLB1,CERS2,HEXA,HEXB,ENPP7,ACER2,ARSA,ASAH1,NEU1,NEU2,SPTLC3,ACER3,SMPD3,SMPD4,PSAP,ASAH2,SPHK2,GBA2,CERK,SMPD1,SMPD2,UGCG,UGT8,PSAPL1,CERS4,SGPP1,DEGS1,PLPP1,PLPP2,PLPP3,SPHK1,SGPL1,CERS5,B4GALT6,B4GALT5,GAL3ST1,SPTLC2	PMBB_noCancer	26	812	221	7848	0.508009229	1.137029064	0.721912933	1.724255239	1	KEGG
path:hsa00600	Sphingolipid metabolism	SPTLC1,CERS1,NEU3,DEGS2,ACER1,NEU4,SGPP2,SGMS2,CERS3,KDSR,CERS6,GALC,B4GALNT1,SGMS1,GBA,GLA,GLB1,CERS2,HEXA,HEXB,ENPP7,ACER2,ARSA,ASAH1,NEU1,NEU2,SPTLC3,ACER3,SMPD3,SMPD4,PSAP,ASAH2,SPHK2,GBA2,CERK,SMPD1,SMPD2,UGCG,UGT8,PSAPL1,CERS4,SGPP1,DEGS1,PLPP1,PLPP2,PLPP3,SPHK1,SGPL1,CERS5,B4GALT6,B4GALT5,GAL3ST1,SPTLC2	PMBB_noTumor	26	812	173	6122	0.575969953	1.133042905	0.715091423	1.730782611	1	KEGG
path:hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	B3GALT5,B3GNT3,ST3GAL6,B3GNT2,FUT9,FUT1,FUT2,FUT3,FUT4,FUT5,FUT6,FUT7,GCNT2,B4GALT1,ABO,A4GALT,ST3GAL4,ST3GAL3,ST8SIA1,B3GNT4,B3GNT5,B4GALT4,B4GALT3,B4GALT2,B3GALNT1,B3GALT2,B3GALT1	gnomAD	6	832	218	73805	0.041330833	2.441503917	0.883697791	5.42230892	1	KEGG
path:hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	B3GALT5,B3GNT3,ST3GAL6,B3GNT2,FUT9,FUT1,FUT2,FUT3,FUT4,FUT5,FUT6,FUT7,GCNT2,B4GALT1,ABO,A4GALT,ST3GAL4,ST3GAL3,ST8SIA1,B3GNT4,B3GNT5,B4GALT4,B4GALT3,B4GALT2,B3GALNT1,B3GALT2,B3GALT1	PMBB_noCancer	6	832	44	8025	0.467376056	1.315237121	0.456629796	3.110535278	1	KEGG
path:hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	B3GALT5,B3GNT3,ST3GAL6,B3GNT2,FUT9,FUT1,FUT2,FUT3,FUT4,FUT5,FUT6,FUT7,GCNT2,B4GALT1,ABO,A4GALT,ST3GAL4,ST3GAL3,ST8SIA1,B3GNT4,B3GNT5,B4GALT4,B4GALT3,B4GALT2,B3GALNT1,B3GALT2,B3GALT1	PMBB_noTumor	6	832	31	6264	0.436739117	1.457101024	0.495493272	3.559139373	1	KEGG
path:hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	B3GALT5,FUT9,A3GALT2,FUT1,FUT2,GBGT1,GLA,HEXA,HEXB,NAGA,A4GALT,ST3GAL1,ST3GAL2,ST8SIA1,B3GALNT1	gnomAD	3	835	234	73789	0.751048702	1.13294623	0.231478805	3.363482742	1	KEGG
path:hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	B3GALT5,FUT9,A3GALT2,FUT1,FUT2,GBGT1,GLA,HEXA,HEXB,NAGA,A4GALT,ST3GAL1,ST3GAL2,ST8SIA1,B3GALNT1	PMBB_noCancer	3	835	49	8020	0.479618693	0.588076911	0.116964953	1.828741878	1	KEGG
path:hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	B3GALT5,FUT9,A3GALT2,FUT1,FUT2,GBGT1,GLA,HEXA,HEXB,NAGA,A4GALT,ST3GAL1,ST3GAL2,ST8SIA1,B3GALNT1	PMBB_noTumor	3	835	38	6257	0.623300389	0.591621389	0.116550151	1.871084245	1	KEGG
path:hsa00604	Glycosphingolipid biosynthesis - ganglio series	ST6GALNAC3,B4GALNT1,ST6GALNAC4,GLB1,ST8SIA5,HEXA,HEXB,ST6GALNAC6,ST3GAL1,ST3GAL2,ST8SIA1,ST6GALNAC5,B3GALT4,ST3GAL5,SLC33A1	gnomAD	5	833	284	73739	0.26301711	1.558449885	0.500859491	3.694191235	1	KEGG
path:hsa00604	Glycosphingolipid biosynthesis - ganglio series	ST6GALNAC3,B4GALNT1,ST6GALNAC4,GLB1,ST8SIA5,HEXA,HEXB,ST6GALNAC6,ST3GAL1,ST3GAL2,ST8SIA1,ST6GALNAC5,B3GALT4,ST3GAL5,SLC33A1	PMBB_noCancer	5	833	60	8009	0.831027354	0.80121304	0.250373019	1.983568407	1	KEGG
path:hsa00604	Glycosphingolipid biosynthesis - ganglio series	ST6GALNAC3,B4GALNT1,ST6GALNAC4,GLB1,ST8SIA5,HEXA,HEXB,ST6GALNAC6,ST3GAL1,ST3GAL2,ST8SIA1,ST6GALNAC5,B3GALT4,ST3GAL5,SLC33A1	PMBB_noTumor	5	833	49	6246	0.830888563	0.76514851	0.23722681	1.917646626	1	KEGG
path:hsa00620	Pyruvate metabolism	AKR1A1,ME3,ADH1A,ADH1B,ADH1C,ADH4,ADH5,ADH6,ADH7,ACOT12,LDHAL6A,DLAT,DLD,LDHD,ALDH2,ALDH1B1,ALDH9A1,ALDH3A2,FH,GLO1,HAGH,ACACA,ACACB,ACAT1,ACAT2,LDHA,LDHB,LDHC,MDH1,MDH2,ME1,ME2,ALDH7A1,PC,PCK1,PCK2,PDHA1,PDHA2,PDHB,PKLR,PKM,ACSS2,ACSS1,LDHAL6B,GRHPR,ACYP1,ACYP2	gnomAD	55	783	847	73176	6.35e-24	6.068141828	4.492235912	8.057695876	NA	KEGG
path:hsa00620	Pyruvate metabolism	AKR1A1,ME3,ADH1A,ADH1B,ADH1C,ADH4,ADH5,ADH6,ADH7,ACOT12,LDHAL6A,DLAT,DLD,LDHD,ALDH2,ALDH1B1,ALDH9A1,ALDH3A2,FH,GLO1,HAGH,ACACA,ACACB,ACAT1,ACAT2,LDHA,LDHB,LDHC,MDH1,MDH2,ME1,ME2,ALDH7A1,PC,PCK1,PCK2,PDHA1,PDHA2,PDHB,PKLR,PKM,ACSS2,ACSS1,LDHAL6B,GRHPR,ACYP1,ACYP2	PMBB_noCancer	55	783	435	7634	0.152491208	1.232686305	0.904942963	1.652142996	NA	KEGG
path:hsa00620	Pyruvate metabolism	AKR1A1,ME3,ADH1A,ADH1B,ADH1C,ADH4,ADH5,ADH6,ADH7,ACOT12,LDHAL6A,DLAT,DLD,LDHD,ALDH2,ALDH1B1,ALDH9A1,ALDH3A2,FH,GLO1,HAGH,ACACA,ACACB,ACAT1,ACAT2,LDHA,LDHB,LDHC,MDH1,MDH2,ME1,ME2,ALDH7A1,PC,PCK1,PCK2,PDHA1,PDHA2,PDHB,PKLR,PKM,ACSS2,ACSS1,LDHAL6B,GRHPR,ACYP1,ACYP2	PMBB_noTumor	55	783	325	5970	0.100932109	1.290251921	0.94211276	1.739965772	NA	KEGG
path:hsa01250	Biosynthesis of nucleotide sugars	GNE,NANP,FCSK,TGDS,GALE,GALK1,GALK2,GALT,GCK,GFPT1,GMDS,GPI,GMPPB,GMPPA,HK1,HK2,HK3,MPI,PGM1,PGM3,PMM1,PMM2,NANS,PGM2,NAGK,MIOX,CMAS,GNPNAT1,UAP1,GFUS,UGDH,UGP2,UXS1,HKDC1,FPGT,UAP1L1,GFPT2	gnomAD	27	811	1007	73016	6.63e-5	2.413785004	1.572954831	3.559990356	0.022264185	KEGG
path:hsa00630	Glyoxylate and dicarboxylate metabolism	HOGA1,AFMID,GLYCTK,CS,DLD,AGXT,GCSH,GLDC,AMT,GLUL,PGP,ACAT1,ACAT2,MDH1,MDH2,MMUT,ACO1,ACO2,PCCA,PCCB,HAO2,HAO1,ACSS2,SHMT1,SHMT2,HYI,ACSS1,MCEE,CAT,GRHPR	PMBB_noCancer	23	815	215	7854	0.91021801	1.030916693	0.635818375	1.599527692	1	KEGG
path:hsa00630	Glyoxylate and dicarboxylate metabolism	HOGA1,AFMID,GLYCTK,CS,DLD,AGXT,GCSH,GLDC,AMT,GLUL,PGP,ACAT1,ACAT2,MDH1,MDH2,MMUT,ACO1,ACO2,PCCA,PCCB,HAO2,HAO1,ACSS2,SHMT1,SHMT2,HYI,ACSS1,MCEE,CAT,GRHPR	PMBB_noTumor	23	815	166	6129	0.819132223	1.041963979	0.638728929	1.628999919	1	KEGG
path:hsa00640	Propanoate metabolism	LDHAL6A,DBT,DLD,ABAT,ECHS1,EHHADH,MLYCD,HIBCH,HADHA,ACACA,ACACB,ACADS,LDHA,LDHB,LDHC,ALDH6A1,MMUT,PCCA,PCCB,ACOX1,ECHDC1,ACSS2,BCKDHA,BCKDHB,ACSS3,ACOX3,ACSS1,MCEE,SUCLG2,SUCLG1,SUCLA2,LDHAL6B	gnomAD	21	817	791	73232	5.2196e-4	2.379561555	1.456772831	3.687663006	0.175378588	KEGG
path:hsa00640	Propanoate metabolism	LDHAL6A,DBT,DLD,ABAT,ECHS1,EHHADH,MLYCD,HIBCH,HADHA,ACACA,ACACB,ACADS,LDHA,LDHB,LDHC,ALDH6A1,MMUT,PCCA,PCCB,ACOX1,ECHDC1,ACSS2,BCKDHA,BCKDHB,ACSS3,ACOX3,ACSS1,MCEE,SUCLG2,SUCLG1,SUCLA2,LDHAL6B	PMBB_noCancer	21	817	188	7881	0.71908478	1.077527849	0.647900611	1.707193408	1	KEGG
path:hsa00640	Propanoate metabolism	LDHAL6A,DBT,DLD,ABAT,ECHS1,EHHADH,MLYCD,HIBCH,HADHA,ACACA,ACACB,ACADS,LDHA,LDHB,LDHC,ALDH6A1,MMUT,PCCA,PCCB,ACOX1,ECHDC1,ACSS2,BCKDHA,BCKDHB,ACSS3,ACOX3,ACSS1,MCEE,SUCLG2,SUCLG1,SUCLA2,LDHAL6B	PMBB_noTumor	21	817	150	6145	0.80992274	1.053003745	0.629495292	1.680434702	1	KEGG
path:hsa00650	Butanoate metabolism	ACSM1,ACSM2A,ACSM6,ABAT,ECHS1,EHHADH,GAD1,GAD2,HADHA,HADH,HMGCL,HMGCS1,HMGCS2,ACSM4,ACSM2B,ACADS,ACAT1,ACAT2,OXCT1,HMGCLL1,ACSM5,BDH1,ACSM3,OXCT2,AACS,ALDH5A1,L2HGDH	gnomAD	7	831	438	73585	0.357861302	1.415144546	0.563868055	2.953671818	1	KEGG
path:hsa00650	Butanoate metabolism	ACSM1,ACSM2A,ACSM6,ABAT,ECHS1,EHHADH,GAD1,GAD2,HADHA,HADH,HMGCL,HMGCS1,HMGCS2,ACSM4,ACSM2B,ACADS,ACAT1,ACAT2,OXCT1,HMGCLL1,ACSM5,BDH1,ACSM3,OXCT2,AACS,ALDH5A1,L2HGDH	PMBB_noCancer	7	831	97	7972	0.496734394	0.69233093	0.270260663	1.488343961	1	KEGG
path:hsa00650	Butanoate metabolism	ACSM1,ACSM2A,ACSM6,ABAT,ECHS1,EHHADH,GAD1,GAD2,HADHA,HADH,HMGCL,HMGCS1,HMGCS2,ACSM4,ACSM2B,ACADS,ACAT1,ACAT2,OXCT1,HMGCLL1,ACSM5,BDH1,ACSM3,OXCT2,AACS,ALDH5A1,L2HGDH	PMBB_noTumor	7	831	82	6213	0.319827221	0.638275177	0.247959595	1.381705914	1	KEGG
path:hsa00670	One carbon pool by folate	ST20-MTHFS,MTHFS,MTHFD2,ALDH1L1,FTCD,MTFMT,ALDH1L2,DHFR,DHFR2,MTHFD1L,GART,AMT,MTHFD2L,MTHFD1,MTHFR,MTR,ATIC,SHMT1,SHMT2,TYMS	gnomAD	11	827	361	73662	0.003513313	2.713924999	1.337517797	4.940025445	1	KEGG
path:hsa00670	One carbon pool by folate	ST20-MTHFS,MTHFS,MTHFD2,ALDH1L1,FTCD,MTFMT,ALDH1L2,DHFR,DHFR2,MTHFD1L,GART,AMT,MTHFD2L,MTHFD1,MTHFR,MTR,ATIC,SHMT1,SHMT2,TYMS	PMBB_noCancer	11	827	103	7966	0.871866762	1.028705573	0.495960512	1.928719638	1	KEGG
path:hsa00670	One carbon pool by folate	ST20-MTHFS,MTHFS,MTHFD2,ALDH1L1,FTCD,MTFMT,ALDH1L2,DHFR,DHFR2,MTHFD1L,GART,AMT,MTHFD2L,MTHFD1,MTHFR,MTR,ATIC,SHMT1,SHMT2,TYMS	PMBB_noTumor	11	827	75	6220	0.735863123	1.103052536	0.525934538	2.099787441	1	KEGG
path:hsa00730	Thiamine metabolism	AK7,AK8,AK1,AK2,AK4,ALPI,ALPL,ALPP,ALPG,AK5,TPK1,ACP1,THTPA,NTPCR,NFS1	gnomAD	3	835	179	73844	0.462054115	1.4821196699999999	0.302209297	4.416841348	1	KEGG
path:hsa00730	Thiamine metabolism	AK7,AK8,AK1,AK2,AK4,ALPI,ALPL,ALPP,ALPG,AK5,TPK1,ACP1,THTPA,NTPCR,NFS1	PMBB_noCancer	3	835	46	8023	0.622595994	0.626665361	0.124401282	1.956105595	1	KEGG
path:hsa00730	Thiamine metabolism	AK7,AK8,AK1,AK2,AK4,ALPI,ALPL,ALPP,ALPG,AK5,TPK1,ACP1,THTPA,NTPCR,NFS1	PMBB_noTumor	3	835	38	6257	0.623300389	0.591621389	0.116550151	1.871084245	1	KEGG
path:hsa00740	Riboflavin metabolism	ENPP1,ENPP3,ACP1,ACP2,ACP5,RFK,BLVRB,FLAD1	gnomAD	0	838	108	73915	0.637303185	0	0	3.071209481	1	KEGG
path:hsa00740	Riboflavin metabolism	ENPP1,ENPP3,ACP1,ACP2,ACP5,RFK,BLVRB,FLAD1	PMBB_noCancer	0	838	19	8050	0.249344718	0	0	2.063048916	1	KEGG
path:hsa00740	Riboflavin metabolism	ENPP1,ENPP3,ACP1,ACP2,ACP5,RFK,BLVRB,FLAD1	PMBB_noTumor	0	838	15	6280	0.243030905	0	0	2.094086135	1	KEGG
path:hsa00750	Vitamin B6 metabolism	PSAT1,AOX1,PHOSPHO2,PNPO,PDXP,PDXK	gnomAD	2	836	101	73922	0.320666214	1.750938829	0.208839066	6.510490287	1	KEGG
path:hsa00750	Vitamin B6 metabolism	PSAT1,AOX1,PHOSPHO2,PNPO,PDXP,PDXK	PMBB_noCancer	2	836	25	8044	1	0.769751545	0.08821397	3.09638674	1	KEGG
path:hsa00750	Vitamin B6 metabolism	PSAT1,AOX1,PHOSPHO2,PNPO,PDXP,PDXK	PMBB_noTumor	2	836	19	6276	1	0.790263939	0.089099044	3.285085987	1	KEGG
path:hsa00760	Nicotinate and nicotinamide metabolism	NT5C1B-RDH14,NAMPT,NADK2,SIRT2,NT5C2,NMNAT2,SIRT5,SIRT4,SIRT3,SIRT1,QPRT,NNT,NMRK2,NT5DC4,NT5C,AOX1,NMNAT3,NNMT,PNP,NT5E,SIRT7,SIRT6,ENPP1,ENPP3,NMRK1,NADSYN1,ASPDH,NT5M,NMNAT1,NADK,BST1,NUDT12,NT5C1A,NT5C1B,NAPRT,CD38	gnomAD	7	831	354	73669	0.130330356	1.752966075	0.697490393	3.665871737	1	KEGG
path:hsa00760	Nicotinate and nicotinamide metabolism	NT5C1B-RDH14,NAMPT,NADK2,SIRT2,NT5C2,NMNAT2,SIRT5,SIRT4,SIRT3,SIRT1,QPRT,NNT,NMRK2,NT5DC4,NT5C,AOX1,NMNAT3,NNMT,PNP,NT5E,SIRT7,SIRT6,ENPP1,ENPP3,NMRK1,NADSYN1,ASPDH,NT5M,NMNAT1,NADK,BST1,NUDT12,NT5C1A,NT5C1B,NAPRT,CD38	PMBB_noCancer	7	831	89	7980	0.598328769	0.75532804	0.294148393	1.629223534	1	KEGG
path:hsa00760	Nicotinate and nicotinamide metabolism	NT5C1B-RDH14,NAMPT,NADK2,SIRT2,NT5C2,NMNAT2,SIRT5,SIRT4,SIRT3,SIRT1,QPRT,NNT,NMRK2,NT5DC4,NT5C,AOX1,NMNAT3,NNMT,PNP,NT5E,SIRT7,SIRT6,ENPP1,ENPP3,NMRK1,NADSYN1,ASPDH,NT5M,NMNAT1,NADK,BST1,NUDT12,NT5C1A,NT5C1B,NAPRT,CD38	PMBB_noTumor	7	831	72	6223	0.596353535	0.728084253	0.281697574	1.585749601	1	KEGG
path:hsa00770	Pantothenate and CoA biosynthesis	DPYD,DPYS,ALDH2,ALDH1B1,ALDH3A2,GADL1,CSAD,ENPP1,ENPP3,UPB1,PANK1,BCAT1,BCAT2,PPCDC,AASDHPPT,PANK3,PPCS,PANK2,COASY,VNN2,VNN1	gnomAD	8	830	528	73495	0.403482994	1.341631078	0.574272511	2.675436841	1	KEGG
path:hsa00770	Pantothenate and CoA biosynthesis	DPYD,DPYS,ALDH2,ALDH1B1,ALDH3A2,GADL1,CSAD,ENPP1,ENPP3,UPB1,PANK1,BCAT1,BCAT2,PPCDC,AASDHPPT,PANK3,PPCS,PANK2,COASY,VNN2,VNN1	PMBB_noCancer	8	830	111	7958	0.427173758	0.691055308	0.290085822	1.416406836	1	KEGG
path:hsa00770	Pantothenate and CoA biosynthesis	DPYD,DPYS,ALDH2,ALDH1B1,ALDH3A2,GADL1,CSAD,ENPP1,ENPP3,UPB1,PANK1,BCAT1,BCAT2,PPCDC,AASDHPPT,PANK3,PPCS,PANK2,COASY,VNN2,VNN1	PMBB_noTumor	8	830	86	6209	0.419395791	0.695912454	0.290088261	1.440670753	1	KEGG
path:hsa00780	Biotin metabolism	HLCS,OXSM,BTD	gnomAD	5	833	253	73770	0.219474287	1.75016586	0.561913838	4.154750817	1	KEGG
path:hsa00780	Biotin metabolism	HLCS,OXSM,BTD	PMBB_noCancer	5	833	43	8026	0.802299293	1.120322843	0.345367222	2.833809842	1	KEGG
path:hsa00780	Biotin metabolism	HLCS,OXSM,BTD	PMBB_noTumor	5	833	33	6262	0.798802583	1.138960051	0.346127828	2.947495055	1	KEGG
path:hsa00785	Lipoic acid metabolism	LIAS,ACSM1,LIPT2,LIPT1	gnomAD	3	835	75	73948	0.057399947	3.542091783	0.713011197	10.78915712	1	KEGG
path:hsa00785	Lipoic acid metabolism	LIAS,ACSM1,LIPT2,LIPT1	PMBB_noCancer	3	835	30	8039	1	0.962757375	0.187615618	3.105942257	1	KEGG
path:hsa00785	Lipoic acid metabolism	LIAS,ACSM1,LIPT2,LIPT1	PMBB_noTumor	3	835	22	6273	1	1.024441926	0.195888086	3.420840062	1	KEGG
path:hsa00790	Folate biosynthesis	GPHN,TPH2,DHFR,DHFR2,AKR1B1,FPGS,ALPI,ALPL,ALPP,ALPG,GCH1,MOCS1,MOCS2,PAH,PCBD1,MOCOS,AKR1B10,PTS,QDPR,SPR,TH,TPH1,PCBD2,AKR1C3,CBR1,GGH	gnomAD	21	817	774	73249	4.4285e-4	2.432604598	1.488901413	3.769988759	0.148797669	KEGG
path:hsa00790	Folate biosynthesis	GPHN,TPH2,DHFR,DHFR2,AKR1B1,FPGS,ALPI,ALPL,ALPP,ALPG,GCH1,MOCS1,MOCS2,PAH,PCBD1,MOCOS,AKR1B10,PTS,QDPR,SPR,TH,TPH1,PCBD2,AKR1C3,CBR1,GGH	PMBB_noCancer	21	817	207	7862	1	0.976249384	0.588189991	1.54276504	1	KEGG
path:hsa00790	Folate biosynthesis	GPHN,TPH2,DHFR,DHFR2,AKR1B1,FPGS,ALPI,ALPL,ALPP,ALPG,GCH1,MOCS1,MOCS2,PAH,PCBD1,MOCOS,AKR1B10,PTS,QDPR,SPR,TH,TPH1,PCBD2,AKR1C3,CBR1,GGH	PMBB_noTumor	21	817	165	6130	1	0.954936552	0.572303068	1.519148617	1	KEGG
path:hsa00830	Retinol metabolism	CYP3A7-CYP3A51P,DHRS9,UGT2B11,DHRS4,UGT2A1,RDH13,ADH1A,ADH1B,ADH1C,ADH4,ADH5,ADH6,ADH7,RDH12,CYP1A1,CYP1A2,CYP2A6,CYP2A7,CYP3A7,CYP2B6,CYP2C8,CYP2C9,CYP2C18,RDH10,CYP3A4,CYP3A5,AWAT2,CYP26A1,SDR16C5,ALDH1A1,ALDH1A3,CYP2S1,AOX1,DHRS4L2,CYP27C1,CYP26C1,RDH8,RDH11,BCO1,UGT2B28,UGT1A10,UGT1A8,UGT1A7,UGT1A6,UGT1A5,UGT1A9,UGT1A4,UGT1A1,UGT1A3,RETSAT,CYP2W1,CYP26B1,UGT2A2,RDH5,RPE65,UGT2B4,UGT2B7,UGT2B10,UGT2B15,UGT2B17,UGT2A3,PNPLA4,RDH16,HSD17B6,DGAT1,ALDH1A2,LRAT,DHRS3	gnomAD	56	782	731	73292	1.2600000000000001e-27	7.180451638	5.32147989	9.524853558	NA	KEGG
