pathway_name	n_plp	n_no_plp	OR	p	ci.int1	ci.int2	padj	cohort	perc_plp	fraction
Glycerolipid metabolism	86	6209	1.05914200520673	0.873578193849716	0.524470548770902	1.95763831974343	1	PMBB	1.3661636219221605	86/6295
Carbohydrate digestion and absorption	86	6209	1.05914200520673	0.873578193849716	0.524470548770902	1.95763831974343	1	PMBB	1.3661636219221605	86/6295
Synaptic vesicle cycle	87	6208	1.0467959349093	0.874351801031224	0.518607486607829	1.93374933739551	1	PMBB	1.3820492454328832	87/6295
Vasopressin-regulated water reabsorption	987	73036	1.04492174754876	0.875255932765586	0.51774291186511	1.88830114900473	1	gnomAD	1.33336935817246	987/74023
Pentose phosphate pathway	92	6203	0.905568879503604	0.877448835452511	0.434974468422256	1.70637192065326	1	PMBB	1.4614773629864972	92/6295
Vasopressin-regulated water reabsorption	92	6203	0.905568879503604	0.877448835452511	0.434974468422256	1.70637192065326	1	PMBB	1.4614773629864972	92/6295
Phototransduction	95	6200	1.03846102902588	0.879708968787322	0.530949859218875	1.87284072887773	1	PMBB	1.5091342335186657	95/6295
Cysteine and methionine metabolism	1114	72909	1.00948073816293	0.883351838238886	0.517733858908441	1.78072706800916	1	gnomAD	1.5049376545127866	1114/74023
Chagas disease	102	6193	1.0416933166004	0.883734138622865	0.547381412103283	1.8398770384914	1	PMBB	1.620333598093725	102/6295
Steroid biosynthesis	1118	72905	1.00581316337433	0.883739843820237	0.515895259263126	1.77423054955673	1	gnomAD	1.5103413803817733	1118/74023
Calcium signaling pathway	4722	69301	1.01283757462451	0.883786594655951	0.745981557532445	1.34837532949605	1	gnomAD	6.379098388338759	4722/74023
Retinol metabolism	1137	72886	0.905189245133421	0.884220338182331	0.448692540392701	1.63490705765742	1	gnomAD	1.5360090782594598	1137/74023
ECM-receptor interaction	5034	68989	0.965636365905792	0.886934310930296	0.713371349090657	1.28218517321589	1	gnomAD	6.80058900611972	5034/74023
Phototransduction	1257	72766	0.892884794665141	0.88926128655212	0.458093403382466	1.57429409365658	1	gnomAD	1.6981208543290598	1257/74023
Oocyte meiosis	127	6168	1.01554378821536	0.895938379893079	0.570616262814989	1.70213474339172	1	PMBB	2.0174741858617953	127/6295
Alanine, aspartate and glutamate metabolism	1467	72556	1.02240876813285	0.897550753018287	0.579900917689927	1.67674974636579	1	gnomAD	1.98181646245086	1467/74023
2-Oxocarboxylic acid metabolism	135	6160	1.01149337611528	0.899086612296834	0.578694377031976	1.671241739255	1	PMBB	2.144559173947578	135/6295
Hematopoietic cell lineage	138	6157	0.932928853500702	0.899363292161473	0.525432558889497	1.55901119488522	1	PMBB	2.192216044479746	138/6295
Hematopoietic cell lineage	1545	72478	1.03169556665436	0.900019315801457	0.596293306625796	1.6682821751699	1	gnomAD	2.0871891168961	1545/74023
Glutamatergic synapse	148	6147	0.920697834686136	0.902378537894342	0.528061650887648	1.5163250067678	1	PMBB	2.351072279586974	148/6295
Glycosaminoglycan degradation	1734	72289	1.02736709250912	0.905526499604778	0.613600488679346	1.62043459311701	1	gnomAD	2.34251516420572	1734/74023
Biosynthesis of nucleotide sugars	1824	72199	1.02813244982857	0.9078343240311	0.622936821930164	1.60391684729711	1	gnomAD	2.46409899625792	1824/74023
Steroid hormone biosynthesis	1894	72129	0.938489592133968	0.909638175507577	0.560615628836019	1.47987018533901	1	gnomAD	2.5586641989651864	1894/74023
Growth hormone synthesis, secretion and action	171	6124	1.0206881746165	0.909640407869629	0.626107048996257	1.59434514196944	1	PMBB	2.716441620333598	171/6295
Melanogenesis	177	6118	1.02923005366625	0.911062285569419	0.638232266918038	1.59351269805622	1	PMBB	2.811755361397935	177/6295
Endocytosis	185	6110	0.941291034602047	0.912558024821413	0.578517053152573	1.46683162162112	1	PMBB	2.938840349483717	185/6295
Apelin signaling pathway	197	6098	0.961315901775326	0.915710425842952	0.603349011174985	1.47284601834506	1	PMBB	3.129467831612391	197/6295
Spinocerebellar ataxia	2234	71789	1.00683290533053	0.916770178660976	0.639659079819384	1.51349968849195	1	gnomAD	3.017980897829053	2234/74023
NOD-like receptor signaling pathway	208	6087	1.02169988424986	0.917737980429054	0.658141917100222	1.53265681053096	1	PMBB	3.304209690230341	208/6295
Gastric acid secretion	221	6074	0.959548320883224	0.920006743287997	0.618938090684227	1.43711011734971	1	PMBB	3.5107227958697376	221/6295
Pancreatic secretion	251	6044	0.965602819525756	0.924792494649625	0.641640164744645	1.41052490994015	1	PMBB	3.9872915011914216	251/6295
Toxoplasmosis	252	6043	0.961611715655009	0.924817106298328	0.639049984330803	1.40455647487383	1	PMBB	4.003177124702145	252/6295
Amoebiasis	266	6029	0.968122248019576	0.926870079278922	0.651599318247337	1.39906640036343	1	PMBB	4.225575853852264	266/6295
cGMP-PKG signaling pathway	288	6007	0.973182726145165	0.929678636600867	0.666207408366254	1.38622094357465	1	PMBB	4.575059571088165	288/6295
Phagosome	290	6005	0.966149071533961	0.92969343068612	0.661480738404391	1.37598774578543	1	PMBB	4.606830818109611	290/6295
Efferocytosis	367	5928	1.01341361466303	0.937201065030844	0.729447828168157	1.38249406525335	1	PMBB	5.830023828435267	367/6295
cAMP signaling pathway	4557	69466	1.00802509367892	0.940645056087876	0.737813475516655	1.34912137175706	1	gnomAD	6.156194696243059	4557/74023
Biosynthesis of cofactors	434	5861	0.977078649423281	0.941843136164196	0.718805810959763	1.30740304611688	1	PMBB	6.894360603653693	434/6295
Fatty acid elongation	535	73488	0.874910636291696	1	0.282131656213049	2.06333423826881	1	gnomAD	0.7227483349769667	535/74023
Pyrimidine metabolism	1269	72754	0.959219089554768	1	0.507007290794333	1.65598362272009	1	gnomAD	1.7143320319360198	1269/74023
Glycine, serine and threonine metabolism	1286	72737	0.946317872700055	1	0.50021557579912	1.63371780967036	1	gnomAD	1.7372978668792134	1286/74023
Taurine and hypotaurine metabolism	238	73785	0.786857539343225	1	0.0945758568008018	2.88326153589627	1	gnomAD	0.32152168920470664	238/74023
Glutathione metabolism	665	73358	0.986193634008228	1	0.39364291503649	2.05286619929836	1	gnomAD	0.8983694257190332	665/74023
Mannose type O-glycan biosynthesis	699	73324	0.937790012586271	1	0.374390664552686	1.95169620403936	1	gnomAD	0.94430109560542	699/74023
Neomycin, kanamycin and gentamicin biosynthesis	134	73889	0.698875307197212	1	0.0175425138124817	3.97273636984314	1	gnomAD	0.18102481661105332	134/74023
Glycosaminoglycan biosynthesis	107	73916	0.875544834939049	1	0.0219366873704334	4.99782029818334	1	gnomAD	0.14454966699539332	107/74023
Glycosaminoglycan biosynthesis	229	73794	0.8178814964001	1	0.0982827536233409	2.99803450577068	1	gnomAD	0.30936330599948664	229/74023
Glycerolipid metabolism	1196	72827	0.939211110815688	1	0.481803431911675	1.65627365614821	1	gnomAD	1.6157140348270131	1196/74023
Sphingolipid metabolism	1720	72303	0.980128879247826	1	0.576395687896668	1.56429383049712	1	gnomAD	2.3236021236642665	1720/74023
Vitamin B6 metabolism	128	73895	0.731694188855154	1	0.0183600193324205	4.16242127815341	1	gnomAD	0.17291922780757332	128/74023
Biosynthesis of cofactors	5214	68809	0.987528439925771	1	0.735665957230964	1.30185797889435	1	gnomAD	7.043756670224119	5214/74023
Ribosome biogenesis in eukaryotes	864	73159	0.975765890049622	1	0.442992886450738	1.87060176085092	1	gnomAD	1.16720478770112	864/74023
Protein export	113	73910	0.828988935070944	1	0.0207803064415364	4.72675202327814	1	gnomAD	0.15265525579887332	113/74023
Viral protein interaction with cytokine and cytokine receptor	314	73709	0.894824762874137	1	0.183145106252097	2.64881235807574	1	gnomAD	0.4241924807154533	314/74023
Ubiquitin mediated proteolysis	1341	72682	0.97783264244717	1	0.53063776889631	1.65660950810192	1	gnomAD	1.8115990975777798	1341/74023
Cardiac muscle contraction	1387	72636	0.944804755467816	1	0.512734395007397	1.60040178520147	1	gnomAD	1.8737419450711266	1387/74023
Apelin signaling pathway	2234	71789	0.963623514091204	1	0.605840009266499	1.46052766720666	1	gnomAD	3.017980897829053	2234/74023
Complement and coagulation cascades	3573	70450	0.996354203702183	1	0.698253320555155	1.38315678247672	1	gnomAD	4.8268781324723395	3573/74023
Cholinergic synapse	2143	71880	0.960832213053778	1	0.597241788212255	1.46933167352999	1	gnomAD	2.8950461343096068	2143/74023
Inflammatory mediator regulation of TRP channels	1256	72767	0.969320363733273	1	0.512330853259997	1.67363575216189	1	gnomAD	1.6967699228618132	1256/74023
Insulin secretion	1508	72515	0.994043903208121	1	0.563857983463414	1.63009550021981	1	gnomAD	2.0372046526079735	1508/74023
Regulation of lipolysis in adipocytes	861	73162	0.979205879567382	1	0.444549376913895	1.87724210363405	1	gnomAD	1.16315199329938	861/74023
Cortisol synthesis and secretion	2872	71151	0.977922285681932	1	0.653946511813143	1.41096694261131	1	gnomAD	3.879875173932426	2872/74023
Salivary secretion	1551	72472	0.965912212982563	1	0.547930851385529	1.58380160808454	1	gnomAD	2.09529470569958	1551/74023
Fat digestion and absorption	1638	72385	0.971861243418352	1	0.561824834747959	1.57124362875148	1	gnomAD	2.21282574335004	1638/74023
Morphine addiction	938	73085	0.998945147679325	1	0.475527768678124	1.85521659361497	1	gnomAD	1.2671737162773733	938/74023
Nicotine addiction	352	73671	0.797813831573587	1	0.163371292689283	2.35930518838127	1	gnomAD	0.4755278764708266	352/74023
Chemical carcinogenesis	2624	71399	0.999849170437406	1	0.658587044632766	1.46037905040324	1	gnomAD	3.544844170055253	2624/74023
Allograft rejection	153	73870	0.611930160192245	1	0.0153740338118786	3.47069767696518	1	gnomAD	0.20669251448873996	153/74023
Graft-versus-host disease	139	73884	0.673690534731719	1	0.0169147910085072	3.82722922761801	1	gnomAD	0.18777947394728664	139/74023
Primary immunodeficiency	1192	72831	0.942414549359278	1	0.483445976480954	1.6619434032033	1	gnomAD	1.6103103089580264	1192/74023
Dilated cardiomyopathy	3928	70095	0.976827067917786	1	0.694067644752019	1.34053997117617	1	gnomAD	5.306458803344906	3928/74023
Diabetic cardiomyopathy	3224	70799	0.987618633758424	1	0.677602788016656	1.39533470009455	1	gnomAD	4.355403050403253	3224/74023
Fatty acid elongation	53	6242	0.857564092930152	1	0.300315326607158	2.0020672913949	1	PMBB	0.8419380460683082	53/6295
Steroid biosynthesis	94	6201	0.96774944304915	1	0.480707179228202	1.78116110764449	1	PMBB	1.4932486100079427	94/6295
Alanine, aspartate and glutamate metabolism	136	6159	1.00389334019234	1	0.574468504489541	1.65826103310316	1	PMBB	2.1604447974583003	136/6295
Glycine, serine and threonine metabolism	100	6195	0.985742097444205	1	0.504869944625296	1.77386956812559	1	PMBB	1.5885623510722795	100/6295
Taurine and hypotaurine metabolism	16	6279	0.947919578020892	1	0.105550654565862	4.04304498476498	1	PMBB	0.2541699761715647	16/6295
Neomycin, kanamycin and gentamicin biosynthesis	12	6283	0.631618735826259	1	0.0147601723218068	4.27907797063592	1	PMBB	0.19062748212867356	12/6295
Glycosaminoglycan biosynthesis	27	6268	0.842182205610892	1	0.163136506265605	2.7460255642961102	1	PMBB	0.4289118347895155	27/6295
Glycosaminoglycan biosynthesis	9	6286	0.84250340502412	1	0.0191989721101407	6.0937412501614	1	PMBB	0.14297061159650515	9/6295
Inositol phosphate metabolism	152	6143	0.997888525069345	1	0.589334816804865	1.60714159227561	1	PMBB	2.414614773629865	152/6295
Arachidonic acid metabolism	70	6225	0.974858776861898	1	0.426400594434173	1.96827669489366	1	PMBB	1.1119936457505957	70/6295
Glycosphingolipid biosynthesis	58	6237	0.914630829642917	1	0.350996015579464	2.01617241328533	1	PMBB	0.9213661636219221	58/6295
Thiamine metabolism	28	6267	0.81196876752507	1	0.157606923014787	2.63764765763902	1	PMBB	0.4447974583002383	28/6295
Vitamin B6 metabolism	11	6284	0.689142126904298	1	0.0159906653188848	4.75243675444313	1	PMBB	0.17474185861795077	11/6295
Porphyrin metabolism	106	6189	1.00173395879667	1	0.527078208996005	1.76652038120173	1	PMBB	1.6838760921366165	106/6295
Spliceosome	47	6248	0.967984483817758	1	0.337133963515611	2.27830501841578	1	PMBB	0.7466243050039714	47/6295
Protein export	9	6286	0.84250340502412	1	0.0191989721101407	6.0937412501614	1	PMBB	0.14297061159650515	9/6295
Virion	43	6252	0.881178921567472	1	0.27162076874498	2.22900004242186	1	PMBB	0.6830818109610802	43/6295
Peroxisome	219	6076	1.0044744812733	1	0.652567902079827	1.49600623184596	1	PMBB	3.478951548848292	219/6295
Osteoclast differentiation	121	6174	1.00294397947996	1	0.552713212168338	1.70648617160461	1	PMBB	1.9221604447974585	121/6295
Gap junction	121	6174	0.939107760002775	1	0.507313163147258	1.62115023690062	1	PMBB	1.9221604447974585	121/6295
Renin-angiotensin system	24	6271	0.947856523238124	1	0.182304184212622	3.13143180092408	1	PMBB	0.3812549642573471	24/6295
IL-17 signaling pathway	55	6240	0.964986679756139	1	0.369476528267859	2.13426770347335	1	PMBB	0.8737092930897538	55/6295
Nicotine addiction	22	6273	1.03435345975878	1	0.197779416826388	3.45401812159776	1	PMBB	0.34948371723590155	22/6295
Asthma	15	6280	1.01127132592874	1	0.112013409331345	4.36084576945984	1	PMBB	0.23828435266084197	15/6295
Allograft rejection	15	6280	0.505063889670201	1	0.0119853206187632	3.29106300162683	1	PMBB	0.23828435266084197	15/6295
Graft-versus-host disease	14	6281	0.541222905368123	1	0.0127868361907471	3.56616249522503	1	PMBB	0.22239872915011916	14/6295
Glioma	24	806	NA	NA	NA	NA	NA	PBTA	2.891566265060241	24/830
EGFR tyrosine kinase inhibitor resistance	37	793	NA	NA	NA	NA	NA	PBTA	4.457831325301205	37/830
Longevity regulating pathway	33	797	NA	NA	NA	NA	NA	PBTA	3.975903614457831	33/830
Choline metabolism in cancer	33	797	NA	NA	NA	NA	NA	PBTA	3.975903614457831	33/830
p53 signaling pathway	37	793	NA	NA	NA	NA	NA	PBTA	4.457831325301205	37/830
Basal cell carcinoma	33	797	NA	NA	NA	NA	NA	PBTA	3.975903614457831	33/830
Autophagy	39	791	NA	NA	NA	NA	NA	PBTA	4.698795180722891	39/830
Ras signaling pathway	43	787	NA	NA	NA	NA	NA	PBTA	5.1807228915662655	43/830
Cellular senescence	50	780	NA	NA	NA	NA	NA	PBTA	6.024096385542169	50/830
Human cytomegalovirus infection	44	786	NA	NA	NA	NA	NA	PBTA	5.301204819277109	44/830
Measles	25	805	NA	NA	NA	NA	NA	PBTA	3.0120481927710845	25/830
Non-small cell lung cancer	24	806	NA	NA	NA	NA	NA	PBTA	2.891566265060241	24/830
Hepatocellular carcinoma	40	790	NA	NA	NA	NA	NA	PBTA	4.819277108433735	40/830
Chronic myeloid leukemia	24	806	NA	NA	NA	NA	NA	PBTA	2.891566265060241	24/830
Endometrial cancer	26	804	NA	NA	NA	NA	NA	PBTA	3.132530120481928	26/830
mTOR signaling pathway	35	795	NA	NA	NA	NA	NA	PBTA	4.216867469879518	35/830
Epstein-Barr virus infection	30	800	NA	NA	NA	NA	NA	PBTA	3.614457831325301	30/830
Prostate cancer	25	805	NA	NA	NA	NA	NA	PBTA	3.0120481927710845	25/830
Herpes simplex virus 1 infection	45	785	NA	NA	NA	NA	NA	PBTA	5.421686746987952	45/830
Thyroid cancer	17	813	NA	NA	NA	NA	NA	PBTA	2.0481927710843375	17/830
Melanoma	20	810	NA	NA	NA	NA	NA	PBTA	2.4096385542168677	20/830
PI3K-Akt signaling pathway	114	716	NA	NA	NA	NA	NA	PBTA	13.734939759036143	114/830
Thermogenesis	51	779	NA	NA	NA	NA	NA	PBTA	6.144578313253012	51/830
Human papillomavirus infection	113	717	NA	NA	NA	NA	NA	PBTA	13.614457831325302	113/830
Kaposi sarcoma-associated herpesvirus infection	32	798	NA	NA	NA	NA	NA	PBTA	3.8554216867469884	32/830
Pathways in cancer	127	703	NA	NA	NA	NA	NA	PBTA	15.301204819277109	127/830
Mitophagy	21	809	NA	NA	NA	NA	NA	PBTA	2.5301204819277108	21/830
Platinum drug resistance	39	791	NA	NA	NA	NA	NA	PBTA	4.698795180722891	39/830
Sulfur metabolism	8	822	NA	NA	NA	NA	NA	PBTA	0.9638554216867471	8/830
Viral carcinogenesis	30	800	NA	NA	NA	NA	NA	PBTA	3.614457831325301	30/830
Huntington disease	75	755	NA	NA	NA	NA	NA	PBTA	9.036144578313253	75/830
Pancreatic cancer	22	808	NA	NA	NA	NA	NA	PBTA	2.6506024096385543	22/830
Ferroptosis	16	814	NA	NA	NA	NA	NA	PBTA	1.9277108433734942	16/830
Thyroid hormone signaling pathway	41	789	NA	NA	NA	NA	NA	PBTA	4.9397590361445785	41/830
Amyotrophic lateral sclerosis	94	736	NA	NA	NA	NA	NA	PBTA	11.325301204819278	94/830
Glycolysis / Gluconeogenesis	22	808	NA	NA	NA	NA	NA	PBTA	2.6506024096385543	22/830
Citrate cycle (TCA cycle)	17	813	NA	NA	NA	NA	NA	PBTA	2.0481927710843375	17/830
Pentose phosphate pathway	11	819	NA	NA	NA	NA	NA	PBTA	1.3253012048192772	11/830
Pentose and glucuronate interconversions	9	821	NA	NA	NA	NA	NA	PBTA	1.0843373493975903	9/830
Fructose and mannose metabolism	19	811	NA	NA	NA	NA	NA	PBTA	2.289156626506024	19/830
Galactose metabolism	22	808	NA	NA	NA	NA	NA	PBTA	2.6506024096385543	22/830
Ascorbate and aldarate metabolism	8	822	NA	NA	NA	NA	NA	PBTA	0.9638554216867471	8/830
Fatty acid elongation	6	824	NA	NA	NA	NA	NA	PBTA	0.7228915662650602	6/830
Fatty acid degradation	35	795	NA	NA	NA	NA	NA	PBTA	4.216867469879518	35/830
Steroid biosynthesis	12	818	NA	NA	NA	NA	NA	PBTA	1.4457831325301205	12/830
Primary bile acid biosynthesis	11	819	NA	NA	NA	NA	NA	PBTA	1.3253012048192772	11/830
Steroid hormone biosynthesis	22	808	NA	NA	NA	NA	NA	PBTA	2.6506024096385543	22/830
Oxidative phosphorylation	21	809	NA	NA	NA	NA	NA	PBTA	2.5301204819277108	21/830
Arginine biosynthesis	13	817	NA	NA	NA	NA	NA	PBTA	1.566265060240964	13/830
Purine metabolism	33	797	NA	NA	NA	NA	NA	PBTA	3.975903614457831	33/830
Caffeine metabolism	2	828	NA	NA	NA	NA	NA	PBTA	0.24096385542168677	2/830
Pyrimidine metabolism	14	816	NA	NA	NA	NA	NA	PBTA	1.6867469879518073	14/830
Alanine, aspartate and glutamate metabolism	18	812	NA	NA	NA	NA	NA	PBTA	2.1686746987951806	18/830
Glycine, serine and threonine metabolism	13	817	NA	NA	NA	NA	NA	PBTA	1.566265060240964	13/830
Cysteine and methionine metabolism	11	819	NA	NA	NA	NA	NA	PBTA	1.3253012048192772	11/830
Valine, leucine and isoleucine degradation	46	784	NA	NA	NA	NA	NA	PBTA	5.542168674698795	46/830
Lysine degradation	25	805	NA	NA	NA	NA	NA	PBTA	3.0120481927710845	25/830
Arginine and proline metabolism	10	820	NA	NA	NA	NA	NA	PBTA	1.2048192771084338	10/830
Histidine metabolism	14	816	NA	NA	NA	NA	NA	PBTA	1.6867469879518073	14/830
Tyrosine metabolism	23	807	NA	NA	NA	NA	NA	PBTA	2.7710843373493974	23/830
Phenylalanine metabolism	19	811	NA	NA	NA	NA	NA	PBTA	2.289156626506024	19/830
Tryptophan metabolism	26	804	NA	NA	NA	NA	NA	PBTA	3.132530120481928	26/830
Phenylalanine, tyrosine and tryptophan biosynthesis	16	814	NA	NA	NA	NA	NA	PBTA	1.9277108433734942	16/830
beta-Alanine metabolism	14	816	NA	NA	NA	NA	NA	PBTA	1.6867469879518073	14/830
Taurine and hypotaurine metabolism	2	828	NA	NA	NA	NA	NA	PBTA	0.24096385542168677	2/830
Phosphonate and phosphinate metabolism	1	829	NA	NA	NA	NA	NA	PBTA	0.12048192771084339	1/830
Selenocompound metabolism	6	824	NA	NA	NA	NA	NA	PBTA	0.7228915662650602	6/830
D-Amino acid metabolism	1	829	NA	NA	NA	NA	NA	PBTA	0.12048192771084339	1/830
Glutathione metabolism	6	824	NA	NA	NA	NA	NA	PBTA	0.7228915662650602	6/830
Starch and sucrose metabolism	34	796	NA	NA	NA	NA	NA	PBTA	4.096385542168675	34/830
N-Glycan biosynthesis	14	816	NA	NA	NA	NA	NA	PBTA	1.6867469879518073	14/830
Other glycan degradation	9	821	NA	NA	NA	NA	NA	PBTA	1.0843373493975903	9/830
Mucin type O-glycan biosynthesis	5	825	NA	NA	NA	NA	NA	PBTA	0.6024096385542169	5/830
Various types of N-glycan biosynthesis	15	815	NA	NA	NA	NA	NA	PBTA	1.8072289156626504	15/830
Other types of O-glycan biosynthesis	10	820	NA	NA	NA	NA	NA	PBTA	1.2048192771084338	10/830
Mannose type O-glycan biosynthesis	8	822	NA	NA	NA	NA	NA	PBTA	0.9638554216867471	8/830
Amino sugar and nucleotide sugar metabolism	27	803	NA	NA	NA	NA	NA	PBTA	3.2530120481927707	27/830
Neomycin, kanamycin and gentamicin biosynthesis	1	829	NA	NA	NA	NA	NA	PBTA	0.12048192771084339	1/830
Glycosaminoglycan degradation	19	811	NA	NA	NA	NA	NA	PBTA	2.289156626506024	19/830
Glycosaminoglycan biosynthesis	3	827	NA	NA	NA	NA	NA	PBTA	0.3614457831325301	3/830
Glycosaminoglycan biosynthesis	1	829	NA	NA	NA	NA	NA	PBTA	0.12048192771084339	1/830
Glycosaminoglycan biosynthesis	2	828	NA	NA	NA	NA	NA	PBTA	0.24096385542168677	2/830
Glycerolipid metabolism	12	818	NA	NA	NA	NA	NA	PBTA	1.4457831325301205	12/830
Inositol phosphate metabolism	20	810	NA	NA	NA	NA	NA	PBTA	2.4096385542168677	20/830
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	9	821	NA	NA	NA	NA	NA	PBTA	1.0843373493975903	9/830
Glycerophospholipid metabolism	16	814	NA	NA	NA	NA	NA	PBTA	1.9277108433734942	16/830
Ether lipid metabolism	6	824	NA	NA	NA	NA	NA	PBTA	0.7228915662650602	6/830
Arachidonic acid metabolism	9	821	NA	NA	NA	NA	NA	PBTA	1.0843373493975903	9/830
Linoleic acid metabolism	6	824	NA	NA	NA	NA	NA	PBTA	0.7228915662650602	6/830
alpha-Linolenic acid metabolism	3	827	NA	NA	NA	NA	NA	PBTA	0.3614457831325301	3/830
Sphingolipid metabolism	18	812	NA	NA	NA	NA	NA	PBTA	2.1686746987951806	18/830
Glycosphingolipid biosynthesis	2	828	NA	NA	NA	NA	NA	PBTA	0.24096385542168677	2/830
Glycosphingolipid biosynthesis	7	823	NA	NA	NA	NA	NA	PBTA	0.8433734939759037	7/830
Pyruvate metabolism	15	815	NA	NA	NA	NA	NA	PBTA	1.8072289156626504	15/830
Glyoxylate and dicarboxylate metabolism	24	806	NA	NA	NA	NA	NA	PBTA	2.891566265060241	24/830
Propanoate metabolism	26	804	NA	NA	NA	NA	NA	PBTA	3.132530120481928	26/830
Butanoate metabolism	11	819	NA	NA	NA	NA	NA	PBTA	1.3253012048192772	11/830
One carbon pool by folate	12	818	NA	NA	NA	NA	NA	PBTA	1.4457831325301205	12/830
Thiamine metabolism	3	827	NA	NA	NA	NA	NA	PBTA	0.3614457831325301	3/830
Vitamin B6 metabolism	1	829	NA	NA	NA	NA	NA	PBTA	0.12048192771084339	1/830
Nicotinate and nicotinamide metabolism	3	827	NA	NA	NA	NA	NA	PBTA	0.3614457831325301	3/830
Pantothenate and CoA biosynthesis	9	821	NA	NA	NA	NA	NA	PBTA	1.0843373493975903	9/830
Biotin metabolism	3	827	NA	NA	NA	NA	NA	PBTA	0.3614457831325301	3/830
Lipoic acid metabolism	17	813	NA	NA	NA	NA	NA	PBTA	2.0481927710843375	17/830
Folate biosynthesis	23	807	NA	NA	NA	NA	NA	PBTA	2.7710843373493974	23/830
Retinol metabolism	11	819	NA	NA	NA	NA	NA	PBTA	1.3253012048192772	11/830
Porphyrin metabolism	14	816	NA	NA	NA	NA	NA	PBTA	1.6867469879518073	14/830
Terpenoid backbone biosynthesis	11	819	NA	NA	NA	NA	NA	PBTA	1.3253012048192772	11/830
Nitrogen metabolism	5	825	NA	NA	NA	NA	NA	PBTA	0.6024096385542169	5/830
Aminoacyl-tRNA biosynthesis	20	810	NA	NA	NA	NA	NA	PBTA	2.4096385542168677	20/830
Metabolism of xenobiotics by cytochrome P450	10	820	NA	NA	NA	NA	NA	PBTA	1.2048192771084338	10/830
Drug metabolism	8	822	NA	NA	NA	NA	NA	PBTA	0.9638554216867471	8/830
Biosynthesis of unsaturated fatty acids	5	825	NA	NA	NA	NA	NA	PBTA	0.6024096385542169	5/830
Metabolic pathways	403	427	NA	NA	NA	NA	NA	PBTA	48.554216867469876	403/830
Carbon metabolism	59	771	NA	NA	NA	NA	NA	PBTA	7.1084337349397595	59/830
2-Oxocarboxylic acid metabolism	18	812	NA	NA	NA	NA	NA	PBTA	2.1686746987951806	18/830
Fatty acid metabolism	28	802	NA	NA	NA	NA	NA	PBTA	3.3734939759036147	28/830
Biosynthesis of amino acids	52	778	NA	NA	NA	NA	NA	PBTA	6.265060240963856	52/830
Nucleotide metabolism	18	812	NA	NA	NA	NA	NA	PBTA	2.1686746987951806	18/830
Biosynthesis of cofactors	56	774	NA	NA	NA	NA	NA	PBTA	6.746987951807229	56/830
Biosynthesis of nucleotide sugars	22	808	NA	NA	NA	NA	NA	PBTA	2.6506024096385543	22/830
Endocrine resistance	27	803	NA	NA	NA	NA	NA	PBTA	3.2530120481927707	27/830
Antifolate resistance	9	821	NA	NA	NA	NA	NA	PBTA	1.0843373493975903	9/830
ABC transporters	46	784	NA	NA	NA	NA	NA	PBTA	5.542168674698795	46/830
Ribosome biogenesis in eukaryotes	6	824	NA	NA	NA	NA	NA	PBTA	0.7228915662650602	6/830
Ribosome	2	828	NA	NA	NA	NA	NA	PBTA	0.24096385542168677	2/830
Nucleocytoplasmic transport	12	818	NA	NA	NA	NA	NA	PBTA	1.4457831325301205	12/830
mRNA surveillance pathway	11	819	NA	NA	NA	NA	NA	PBTA	1.3253012048192772	11/830
RNA degradation	13	817	NA	NA	NA	NA	NA	PBTA	1.566265060240964	13/830
RNA polymerase	6	824	NA	NA	NA	NA	NA	PBTA	0.7228915662650602	6/830
Basal transcription factors	12	818	NA	NA	NA	NA	NA	PBTA	1.4457831325301205	12/830
DNA replication	7	823	NA	NA	NA	NA	NA	PBTA	0.8433734939759037	7/830
Spliceosome	6	824	NA	NA	NA	NA	NA	PBTA	0.7228915662650602	6/830
Protein export	1	829	NA	NA	NA	NA	NA	PBTA	0.12048192771084339	1/830
ATP-dependent chromatin remodeling	16	814	NA	NA	NA	NA	NA	PBTA	1.9277108433734942	16/830
Polycomb repressive complex	11	819	NA	NA	NA	NA	NA	PBTA	1.3253012048192772	11/830
Viral life cycle	7	823	NA	NA	NA	NA	NA	PBTA	0.8433734939759037	7/830
Virion	5	825	NA	NA	NA	NA	NA	PBTA	0.6024096385542169	5/830
PPAR signaling pathway	29	801	NA	NA	NA	NA	NA	PBTA	3.493975903614458	29/830
Base excision repair	21	809	NA	NA	NA	NA	NA	PBTA	2.5301204819277108	21/830
Nucleotide excision repair	21	809	NA	NA	NA	NA	NA	PBTA	2.5301204819277108	21/830
Mismatch repair	13	817	NA	NA	NA	NA	NA	PBTA	1.566265060240964	13/830
Homologous recombination	40	790	NA	NA	NA	NA	NA	PBTA	4.819277108433735	40/830
Non-homologous end-joining	7	823	NA	NA	NA	NA	NA	PBTA	0.8433734939759037	7/830
Fanconi anemia pathway	38	792	NA	NA	NA	NA	NA	PBTA	4.578313253012048	38/830
MAPK signaling pathway	75	755	NA	NA	NA	NA	NA	PBTA	9.036144578313253	75/830
ErbB signaling pathway	15	815	NA	NA	NA	NA	NA	PBTA	1.8072289156626504	15/830
Rap1 signaling pathway	26	804	NA	NA	NA	NA	NA	PBTA	3.132530120481928	26/830
