pathway_name	plot_group	n_plp	n_no_plp	OR	p	ci.int1	ci.int2	padj	cohort	perc_plp	fraction	hist_pathway
FC GAMMA R MEDIATED PHAGOCYTOSIS	Craniopharyngioma	2	37	NA	NA	NA	NA	NA	PBTA	5.128205128205128	2/39	Craniopharyngioma: FC GAMMA R MEDIATED PHAGOCYTOSIS
FC GAMMA R MEDIATED PHAGOCYTOSIS	Choroid plexus tumor	2	16	NA	NA	NA	NA	NA	PBTA	11.11111111111111	2/18	Choroid plexus tumor: FC GAMMA R MEDIATED PHAGOCYTOSIS
FOCAL ADHESION	Low-grade glioma	13	208	NA	NA	NA	NA	NA	PBTA	5.88235294117647	13/221	Low-grade glioma: FOCAL ADHESION
FOCAL ADHESION	Medulloblastoma	8	88	NA	NA	NA	NA	NA	PBTA	8.333333333333332	8/96	Medulloblastoma: FOCAL ADHESION
FOCAL ADHESION	Mixed neuronal-glial tumor	3	76	NA	NA	NA	NA	NA	PBTA	3.79746835443038	3/79	Mixed neuronal-glial tumor: FOCAL ADHESION
FOCAL ADHESION	Ependymoma	2	69	NA	NA	NA	NA	NA	PBTA	2.8169014084507045	2/71	Ependymoma: FOCAL ADHESION
FOCAL ADHESION	Atypical Teratoid Rhabdoid Tumor	3	24	NA	NA	NA	NA	NA	PBTA	11.11111111111111	3/27	Atypical Teratoid Rhabdoid Tumor: FOCAL ADHESION
FOCAL ADHESION	Meningioma	2	23	NA	NA	NA	NA	NA	PBTA	8	2/25	Meningioma: FOCAL ADHESION
FOCAL ADHESION	DIPG or DMG	4	49	NA	NA	NA	NA	NA	PBTA	7.547169811320755	4/53	DIPG or DMG: FOCAL ADHESION
FOCAL ADHESION	Neurofibroma plexiform	2	13	NA	NA	NA	NA	NA	PBTA	13.333333333333334	2/15	Neurofibroma plexiform: FOCAL ADHESION
FOCAL ADHESION	Non-neoplastic tumor	3	25	NA	NA	NA	NA	NA	PBTA	10.714285714285714	3/28	Non-neoplastic tumor: FOCAL ADHESION
FOCAL ADHESION	Germ cell tumor	3	10	NA	NA	NA	NA	NA	PBTA	23.076923076923077	3/13	Germ cell tumor: FOCAL ADHESION
FOCAL ADHESION	Choroid plexus tumor	2	16	NA	NA	NA	NA	NA	PBTA	11.11111111111111	2/18	Choroid plexus tumor: FOCAL ADHESION
FOCAL ADHESION	Other tumor	4	17	NA	NA	NA	NA	NA	PBTA	19.047619047619047	4/21	Other tumor: FOCAL ADHESION
FRUCTOSE AND MANNOSE METABOLISM	Low-grade glioma	3	218	NA	NA	NA	NA	NA	PBTA	1.3574660633484164	3/221	Low-grade glioma: FRUCTOSE AND MANNOSE METABOLISM
FRUCTOSE AND MANNOSE METABOLISM	Medulloblastoma	2	94	NA	NA	NA	NA	NA	PBTA	2.083333333333333	2/96	Medulloblastoma: FRUCTOSE AND MANNOSE METABOLISM
FRUCTOSE AND MANNOSE METABOLISM	Mixed neuronal-glial tumor	2	77	NA	NA	NA	NA	NA	PBTA	2.5316455696202533	2/79	Mixed neuronal-glial tumor: FRUCTOSE AND MANNOSE METABOLISM
FRUCTOSE AND MANNOSE METABOLISM	DIPG or DMG	2	51	NA	NA	NA	NA	NA	PBTA	3.7735849056603774	2/53	DIPG or DMG: FRUCTOSE AND MANNOSE METABOLISM
FRUCTOSE AND MANNOSE METABOLISM	Other tumor	2	19	NA	NA	NA	NA	NA	PBTA	9.523809523809524	2/21	Other tumor: FRUCTOSE AND MANNOSE METABOLISM
GALACTOSE METABOLISM	Low-grade glioma	5	216	NA	NA	NA	NA	NA	PBTA	2.262443438914027	5/221	Low-grade glioma: GALACTOSE METABOLISM
GALACTOSE METABOLISM	Medulloblastoma	4	92	NA	NA	NA	NA	NA	PBTA	4.166666666666666	4/96	Medulloblastoma: GALACTOSE METABOLISM
GALACTOSE METABOLISM	Meningioma	2	23	NA	NA	NA	NA	NA	PBTA	8	2/25	Meningioma: GALACTOSE METABOLISM
GALACTOSE METABOLISM	Neurofibroma plexiform	2	13	NA	NA	NA	NA	NA	PBTA	13.333333333333334	2/15	Neurofibroma plexiform: GALACTOSE METABOLISM
GALACTOSE METABOLISM	Non-neoplastic tumor	2	26	NA	NA	NA	NA	NA	PBTA	7.142857142857142	2/28	Non-neoplastic tumor: GALACTOSE METABOLISM
GAP JUNCTION	Low-grade glioma	2	219	NA	NA	NA	NA	NA	PBTA	0.904977375565611	2/221	Low-grade glioma: GAP JUNCTION
GAP JUNCTION	DIPG or DMG	3	50	NA	NA	NA	NA	NA	PBTA	5.660377358490567	3/53	DIPG or DMG: GAP JUNCTION
GAP JUNCTION	Neurofibroma plexiform	2	13	NA	NA	NA	NA	NA	PBTA	13.333333333333334	2/15	Neurofibroma plexiform: GAP JUNCTION
GLIOMA	Low-grade glioma	2	219	NA	NA	NA	NA	NA	PBTA	0.904977375565611	2/221	Low-grade glioma: GLIOMA
GLIOMA	Medulloblastoma	2	94	NA	NA	NA	NA	NA	PBTA	2.083333333333333	2/96	Medulloblastoma: GLIOMA
GLIOMA	Ependymoma	3	68	NA	NA	NA	NA	NA	PBTA	4.225352112676056	3/71	Ependymoma: GLIOMA
GLIOMA	Other high-grade glioma	6	70	NA	NA	NA	NA	NA	PBTA	7.894736842105263	6/76	Other high-grade glioma: GLIOMA
GLIOMA	Atypical Teratoid Rhabdoid Tumor	2	25	NA	NA	NA	NA	NA	PBTA	7.4074074074074066	2/27	Atypical Teratoid Rhabdoid Tumor: GLIOMA
GLIOMA	Choroid plexus tumor	3	15	NA	NA	NA	NA	NA	PBTA	16.666666666666664	3/18	Choroid plexus tumor: GLIOMA
GLUTATHIONE METABOLISM	Ependymoma	2	69	NA	NA	NA	NA	NA	PBTA	2.8169014084507045	2/71	Ependymoma: GLUTATHIONE METABOLISM
GLYCEROLIPID METABOLISM	Low-grade glioma	3	218	NA	NA	NA	NA	NA	PBTA	1.3574660633484164	3/221	Low-grade glioma: GLYCEROLIPID METABOLISM
GLYCEROLIPID METABOLISM	Medulloblastoma	2	94	NA	NA	NA	NA	NA	PBTA	2.083333333333333	2/96	Medulloblastoma: GLYCEROLIPID METABOLISM
GLYCEROLIPID METABOLISM	Ependymoma	2	69	NA	NA	NA	NA	NA	PBTA	2.8169014084507045	2/71	Ependymoma: GLYCEROLIPID METABOLISM
GLYCEROPHOSPHOLIPID METABOLISM	Low-grade glioma	4	217	NA	NA	NA	NA	NA	PBTA	1.809954751131222	4/221	Low-grade glioma: GLYCEROPHOSPHOLIPID METABOLISM
GLYCEROPHOSPHOLIPID METABOLISM	Medulloblastoma	2	94	NA	NA	NA	NA	NA	PBTA	2.083333333333333	2/96	Medulloblastoma: GLYCEROPHOSPHOLIPID METABOLISM
GLYCINE SERINE AND THREONINE METABOLISM	Low-grade glioma	4	217	NA	NA	NA	NA	NA	PBTA	1.809954751131222	4/221	Low-grade glioma: GLYCINE SERINE AND THREONINE METABOLISM
GLYCINE SERINE AND THREONINE METABOLISM	DIPG or DMG	2	51	NA	NA	NA	NA	NA	PBTA	3.7735849056603774	2/53	DIPG or DMG: GLYCINE SERINE AND THREONINE METABOLISM
GLYCINE SERINE AND THREONINE METABOLISM	Neurofibroma plexiform	2	13	NA	NA	NA	NA	NA	PBTA	13.333333333333334	2/15	Neurofibroma plexiform: GLYCINE SERINE AND THREONINE METABOLISM
GLYCOLYSIS GLUCONEOGENESIS	Low-grade glioma	2	219	NA	NA	NA	NA	NA	PBTA	0.904977375565611	2/221	Low-grade glioma: GLYCOLYSIS GLUCONEOGENESIS
GLYCOLYSIS GLUCONEOGENESIS	Medulloblastoma	3	93	NA	NA	NA	NA	NA	PBTA	3.125	3/96	Medulloblastoma: GLYCOLYSIS GLUCONEOGENESIS
GLYCOLYSIS GLUCONEOGENESIS	Mixed neuronal-glial tumor	3	76	NA	NA	NA	NA	NA	PBTA	3.79746835443038	3/79	Mixed neuronal-glial tumor: GLYCOLYSIS GLUCONEOGENESIS
GLYCOLYSIS GLUCONEOGENESIS	Other high-grade glioma	2	74	NA	NA	NA	NA	NA	PBTA	2.631578947368421	2/76	Other high-grade glioma: GLYCOLYSIS GLUCONEOGENESIS
GLYCOLYSIS GLUCONEOGENESIS	Meningioma	3	22	NA	NA	NA	NA	NA	PBTA	12	3/25	Meningioma: GLYCOLYSIS GLUCONEOGENESIS
GLYCOLYSIS GLUCONEOGENESIS	DIPG or DMG	4	49	NA	NA	NA	NA	NA	PBTA	7.547169811320755	4/53	DIPG or DMG: GLYCOLYSIS GLUCONEOGENESIS
GLYCOSAMINOGLYCAN DEGRADATION	Low-grade glioma	4	217	NA	NA	NA	NA	NA	PBTA	1.809954751131222	4/221	Low-grade glioma: GLYCOSAMINOGLYCAN DEGRADATION
GLYCOSAMINOGLYCAN DEGRADATION	Medulloblastoma	2	94	NA	NA	NA	NA	NA	PBTA	2.083333333333333	2/96	Medulloblastoma: GLYCOSAMINOGLYCAN DEGRADATION
GLYCOSAMINOGLYCAN DEGRADATION	Mixed neuronal-glial tumor	4	75	NA	NA	NA	NA	NA	PBTA	5.063291139240507	4/79	Mixed neuronal-glial tumor: GLYCOSAMINOGLYCAN DEGRADATION
GLYCOSAMINOGLYCAN DEGRADATION	Ependymoma	2	69	NA	NA	NA	NA	NA	PBTA	2.8169014084507045	2/71	Ependymoma: GLYCOSAMINOGLYCAN DEGRADATION
GLYCOSAMINOGLYCAN DEGRADATION	Other tumor	3	18	NA	NA	NA	NA	NA	PBTA	14.285714285714285	3/21	Other tumor: GLYCOSAMINOGLYCAN DEGRADATION
GLYCOSPHINGOLIPID BIOSYNTHESIS GANGLIO SERIES	Low-grade glioma	3	218	NA	NA	NA	NA	NA	PBTA	1.3574660633484164	3/221	Low-grade glioma: GLYCOSPHINGOLIPID BIOSYNTHESIS GANGLIO SERIES
GLYCOSYLPHOSPHATIDYLINOSITOL GPI ANCHOR BIOSYNTHESIS	Low-grade glioma	3	218	NA	NA	NA	NA	NA	PBTA	1.3574660633484164	3/221	Low-grade glioma: GLYCOSYLPHOSPHATIDYLINOSITOL GPI ANCHOR BIOSYNTHESIS
GLYCOSYLPHOSPHATIDYLINOSITOL GPI ANCHOR BIOSYNTHESIS	Medulloblastoma	2	94	NA	NA	NA	NA	NA	PBTA	2.083333333333333	2/96	Medulloblastoma: GLYCOSYLPHOSPHATIDYLINOSITOL GPI ANCHOR BIOSYNTHESIS
GLYOXYLATE AND DICARBOXYLATE METABOLISM	Ependymoma	2	69	NA	NA	NA	NA	NA	PBTA	2.8169014084507045	2/71	Ependymoma: GLYOXYLATE AND DICARBOXYLATE METABOLISM
GLYOXYLATE AND DICARBOXYLATE METABOLISM	Other tumor	2	19	NA	NA	NA	NA	NA	PBTA	9.523809523809524	2/21	Other tumor: GLYOXYLATE AND DICARBOXYLATE METABOLISM
GNRH SIGNALING PATHWAY	Low-grade glioma	5	216	NA	NA	NA	NA	NA	PBTA	2.262443438914027	5/221	Low-grade glioma: GNRH SIGNALING PATHWAY
GNRH SIGNALING PATHWAY	Ependymoma	2	69	NA	NA	NA	NA	NA	PBTA	2.8169014084507045	2/71	Ependymoma: GNRH SIGNALING PATHWAY
GNRH SIGNALING PATHWAY	Neurofibroma plexiform	2	13	NA	NA	NA	NA	NA	PBTA	13.333333333333334	2/15	Neurofibroma plexiform: GNRH SIGNALING PATHWAY
GNRH SIGNALING PATHWAY	Choroid plexus tumor	2	16	NA	NA	NA	NA	NA	PBTA	11.11111111111111	2/18	Choroid plexus tumor: GNRH SIGNALING PATHWAY
HEDGEHOG SIGNALING PATHWAY	Low-grade glioma	4	217	NA	NA	NA	NA	NA	PBTA	1.809954751131222	4/221	Low-grade glioma: HEDGEHOG SIGNALING PATHWAY
HEDGEHOG SIGNALING PATHWAY	Medulloblastoma	6	90	NA	NA	NA	NA	NA	PBTA	6.25	6/96	Medulloblastoma: HEDGEHOG SIGNALING PATHWAY
HEMATOPOIETIC CELL LINEAGE	Low-grade glioma	4	217	NA	NA	NA	NA	NA	PBTA	1.809954751131222	4/221	Low-grade glioma: HEMATOPOIETIC CELL LINEAGE
HEMATOPOIETIC CELL LINEAGE	Medulloblastoma	3	93	NA	NA	NA	NA	NA	PBTA	3.125	3/96	Medulloblastoma: HEMATOPOIETIC CELL LINEAGE
HEMATOPOIETIC CELL LINEAGE	Ependymoma	3	68	NA	NA	NA	NA	NA	PBTA	4.225352112676056	3/71	Ependymoma: HEMATOPOIETIC CELL LINEAGE
HEMATOPOIETIC CELL LINEAGE	Other high-grade glioma	2	74	NA	NA	NA	NA	NA	PBTA	2.631578947368421	2/76	Other high-grade glioma: HEMATOPOIETIC CELL LINEAGE
HEMATOPOIETIC CELL LINEAGE	Craniopharyngioma	2	37	NA	NA	NA	NA	NA	PBTA	5.128205128205128	2/39	Craniopharyngioma: HEMATOPOIETIC CELL LINEAGE
HISTIDINE METABOLISM	Low-grade glioma	2	219	NA	NA	NA	NA	NA	PBTA	0.904977375565611	2/221	Low-grade glioma: HISTIDINE METABOLISM
HISTIDINE METABOLISM	Medulloblastoma	4	92	NA	NA	NA	NA	NA	PBTA	4.166666666666666	4/96	Medulloblastoma: HISTIDINE METABOLISM
HISTIDINE METABOLISM	Other high-grade glioma	2	74	NA	NA	NA	NA	NA	PBTA	2.631578947368421	2/76	Other high-grade glioma: HISTIDINE METABOLISM
HISTIDINE METABOLISM	DIPG or DMG	2	51	NA	NA	NA	NA	NA	PBTA	3.7735849056603774	2/53	DIPG or DMG: HISTIDINE METABOLISM
HOMOLOGOUS RECOMBINATION	Low-grade glioma	6	215	NA	NA	NA	NA	NA	PBTA	2.7149321266968327	6/221	Low-grade glioma: HOMOLOGOUS RECOMBINATION
HOMOLOGOUS RECOMBINATION	Medulloblastoma	3	93	NA	NA	NA	NA	NA	PBTA	3.125	3/96	Medulloblastoma: HOMOLOGOUS RECOMBINATION
HOMOLOGOUS RECOMBINATION	Mixed neuronal-glial tumor	2	77	NA	NA	NA	NA	NA	PBTA	2.5316455696202533	2/79	Mixed neuronal-glial tumor: HOMOLOGOUS RECOMBINATION
HOMOLOGOUS RECOMBINATION	Other high-grade glioma	4	72	NA	NA	NA	NA	NA	PBTA	5.263157894736842	4/76	Other high-grade glioma: HOMOLOGOUS RECOMBINATION
HOMOLOGOUS RECOMBINATION	Atypical Teratoid Rhabdoid Tumor	2	25	NA	NA	NA	NA	NA	PBTA	7.4074074074074066	2/27	Atypical Teratoid Rhabdoid Tumor: HOMOLOGOUS RECOMBINATION
HOMOLOGOUS RECOMBINATION	DIPG or DMG	2	51	NA	NA	NA	NA	NA	PBTA	3.7735849056603774	2/53	DIPG or DMG: HOMOLOGOUS RECOMBINATION
HUNTINGTONS DISEASE	Low-grade glioma	10	211	NA	NA	NA	NA	NA	PBTA	4.524886877828054	10/221	Low-grade glioma: HUNTINGTONS DISEASE
HUNTINGTONS DISEASE	Medulloblastoma	3	93	NA	NA	NA	NA	NA	PBTA	3.125	3/96	Medulloblastoma: HUNTINGTONS DISEASE
HUNTINGTONS DISEASE	Ependymoma	4	67	NA	NA	NA	NA	NA	PBTA	5.633802816901409	4/71	Ependymoma: HUNTINGTONS DISEASE
HUNTINGTONS DISEASE	Other high-grade glioma	6	70	NA	NA	NA	NA	NA	PBTA	7.894736842105263	6/76	Other high-grade glioma: HUNTINGTONS DISEASE
HUNTINGTONS DISEASE	DIPG or DMG	2	51	NA	NA	NA	NA	NA	PBTA	3.7735849056603774	2/53	DIPG or DMG: HUNTINGTONS DISEASE
HUNTINGTONS DISEASE	Choroid plexus tumor	2	16	NA	NA	NA	NA	NA	PBTA	11.11111111111111	2/18	Choroid plexus tumor: HUNTINGTONS DISEASE
INOSITOL PHOSPHATE METABOLISM	Low-grade glioma	5	216	NA	NA	NA	NA	NA	PBTA	2.262443438914027	5/221	Low-grade glioma: INOSITOL PHOSPHATE METABOLISM
INOSITOL PHOSPHATE METABOLISM	Medulloblastoma	3	93	NA	NA	NA	NA	NA	PBTA	3.125	3/96	Medulloblastoma: INOSITOL PHOSPHATE METABOLISM
INOSITOL PHOSPHATE METABOLISM	Mixed neuronal-glial tumor	2	77	NA	NA	NA	NA	NA	PBTA	2.5316455696202533	2/79	Mixed neuronal-glial tumor: INOSITOL PHOSPHATE METABOLISM
INOSITOL PHOSPHATE METABOLISM	Other high-grade glioma	3	73	NA	NA	NA	NA	NA	PBTA	3.9473684210526314	3/76	Other high-grade glioma: INOSITOL PHOSPHATE METABOLISM
INOSITOL PHOSPHATE METABOLISM	Non-neoplastic tumor	2	26	NA	NA	NA	NA	NA	PBTA	7.142857142857142	2/28	Non-neoplastic tumor: INOSITOL PHOSPHATE METABOLISM
INSULIN SIGNALING PATHWAY	Low-grade glioma	16	205	NA	NA	NA	NA	NA	PBTA	7.239819004524888	16/221	Low-grade glioma: INSULIN SIGNALING PATHWAY
INSULIN SIGNALING PATHWAY	Medulloblastoma	4	92	NA	NA	NA	NA	NA	PBTA	4.166666666666666	4/96	Medulloblastoma: INSULIN SIGNALING PATHWAY
INSULIN SIGNALING PATHWAY	Mixed neuronal-glial tumor	3	76	NA	NA	NA	NA	NA	PBTA	3.79746835443038	3/79	Mixed neuronal-glial tumor: INSULIN SIGNALING PATHWAY
INSULIN SIGNALING PATHWAY	Ependymoma	3	68	NA	NA	NA	NA	NA	PBTA	4.225352112676056	3/71	Ependymoma: INSULIN SIGNALING PATHWAY
INSULIN SIGNALING PATHWAY	Other high-grade glioma	2	74	NA	NA	NA	NA	NA	PBTA	2.631578947368421	2/76	Other high-grade glioma: INSULIN SIGNALING PATHWAY
INSULIN SIGNALING PATHWAY	Meningioma	4	21	NA	NA	NA	NA	NA	PBTA	16	4/25	Meningioma: INSULIN SIGNALING PATHWAY
INSULIN SIGNALING PATHWAY	DIPG or DMG	4	49	NA	NA	NA	NA	NA	PBTA	7.547169811320755	4/53	DIPG or DMG: INSULIN SIGNALING PATHWAY
INSULIN SIGNALING PATHWAY	Non-neoplastic tumor	7	21	NA	NA	NA	NA	NA	PBTA	25	7/28	Non-neoplastic tumor: INSULIN SIGNALING PATHWAY
INSULIN SIGNALING PATHWAY	Choroid plexus tumor	2	16	NA	NA	NA	NA	NA	PBTA	11.11111111111111	2/18	Choroid plexus tumor: INSULIN SIGNALING PATHWAY
JAK STAT SIGNALING PATHWAY	Low-grade glioma	5	216	NA	NA	NA	NA	NA	PBTA	2.262443438914027	5/221	Low-grade glioma: JAK STAT SIGNALING PATHWAY
JAK STAT SIGNALING PATHWAY	Medulloblastoma	4	92	NA	NA	NA	NA	NA	PBTA	4.166666666666666	4/96	Medulloblastoma: JAK STAT SIGNALING PATHWAY
JAK STAT SIGNALING PATHWAY	Ependymoma	5	66	NA	NA	NA	NA	NA	PBTA	7.042253521126761	5/71	Ependymoma: JAK STAT SIGNALING PATHWAY
JAK STAT SIGNALING PATHWAY	Other high-grade glioma	2	74	NA	NA	NA	NA	NA	PBTA	2.631578947368421	2/76	Other high-grade glioma: JAK STAT SIGNALING PATHWAY
JAK STAT SIGNALING PATHWAY	Craniopharyngioma	2	37	NA	NA	NA	NA	NA	PBTA	5.128205128205128	2/39	Craniopharyngioma: JAK STAT SIGNALING PATHWAY
JAK STAT SIGNALING PATHWAY	Other CNS embryonal tumor	2	9	NA	NA	NA	NA	NA	PBTA	18.181818181818183	2/11	Other CNS embryonal tumor: JAK STAT SIGNALING PATHWAY
LEUKOCYTE TRANSENDOTHELIAL MIGRATION	Low-grade glioma	5	216	NA	NA	NA	NA	NA	PBTA	2.262443438914027	5/221	Low-grade glioma: LEUKOCYTE TRANSENDOTHELIAL MIGRATION
LEUKOCYTE TRANSENDOTHELIAL MIGRATION	Ependymoma	2	69	NA	NA	NA	NA	NA	PBTA	2.8169014084507045	2/71	Ependymoma: LEUKOCYTE TRANSENDOTHELIAL MIGRATION
LEUKOCYTE TRANSENDOTHELIAL MIGRATION	Atypical Teratoid Rhabdoid Tumor	2	25	NA	NA	NA	NA	NA	PBTA	7.4074074074074066	2/27	Atypical Teratoid Rhabdoid Tumor: LEUKOCYTE TRANSENDOTHELIAL MIGRATION
LEUKOCYTE TRANSENDOTHELIAL MIGRATION	DIPG or DMG	4	49	NA	NA	NA	NA	NA	PBTA	7.547169811320755	4/53	DIPG or DMG: LEUKOCYTE TRANSENDOTHELIAL MIGRATION
LIMONENE AND PINENE DEGRADATION	Low-grade glioma	2	219	NA	NA	NA	NA	NA	PBTA	0.904977375565611	2/221	Low-grade glioma: LIMONENE AND PINENE DEGRADATION
LIMONENE AND PINENE DEGRADATION	Other CNS embryonal tumor	2	9	NA	NA	NA	NA	NA	PBTA	18.181818181818183	2/11	Other CNS embryonal tumor: LIMONENE AND PINENE DEGRADATION
LONG TERM DEPRESSION	Low-grade glioma	5	216	NA	NA	NA	NA	NA	PBTA	2.262443438914027	5/221	Low-grade glioma: LONG TERM DEPRESSION
LONG TERM DEPRESSION	Mixed neuronal-glial tumor	2	77	NA	NA	NA	NA	NA	PBTA	2.5316455696202533	2/79	Mixed neuronal-glial tumor: LONG TERM DEPRESSION
LONG TERM DEPRESSION	Ependymoma	3	68	NA	NA	NA	NA	NA	PBTA	4.225352112676056	3/71	Ependymoma: LONG TERM DEPRESSION
LONG TERM DEPRESSION	Other high-grade glioma	4	72	NA	NA	NA	NA	NA	PBTA	5.263157894736842	4/76	Other high-grade glioma: LONG TERM DEPRESSION
LONG TERM DEPRESSION	Craniopharyngioma	2	37	NA	NA	NA	NA	NA	PBTA	5.128205128205128	2/39	Craniopharyngioma: LONG TERM DEPRESSION
LONG TERM DEPRESSION	Mesenchymal tumor	2	17	NA	NA	NA	NA	NA	PBTA	10.526315789473683	2/19	Mesenchymal tumor: LONG TERM DEPRESSION
LONG TERM POTENTIATION	Ependymoma	2	69	NA	NA	NA	NA	NA	PBTA	2.8169014084507045	2/71	Ependymoma: LONG TERM POTENTIATION
LYSINE DEGRADATION	Low-grade glioma	5	216	NA	NA	NA	NA	NA	PBTA	2.262443438914027	5/221	Low-grade glioma: LYSINE DEGRADATION
LYSINE DEGRADATION	Ependymoma	3	68	NA	NA	NA	NA	NA	PBTA	4.225352112676056	3/71	Ependymoma: LYSINE DEGRADATION
LYSINE DEGRADATION	Other high-grade glioma	2	74	NA	NA	NA	NA	NA	PBTA	2.631578947368421	2/76	Other high-grade glioma: LYSINE DEGRADATION
LYSINE DEGRADATION	DIPG or DMG	2	51	NA	NA	NA	NA	NA	PBTA	3.7735849056603774	2/53	DIPG or DMG: LYSINE DEGRADATION
LYSINE DEGRADATION	Non-neoplastic tumor	2	26	NA	NA	NA	NA	NA	PBTA	7.142857142857142	2/28	Non-neoplastic tumor: LYSINE DEGRADATION
LYSINE DEGRADATION	Other CNS embryonal tumor	3	8	NA	NA	NA	NA	NA	PBTA	27.27272727272727	3/11	Other CNS embryonal tumor: LYSINE DEGRADATION
LYSOSOME	Low-grade glioma	21	200	NA	NA	NA	NA	NA	PBTA	9.502262443438914	21/221	Low-grade glioma: LYSOSOME
LYSOSOME	Medulloblastoma	8	88	NA	NA	NA	NA	NA	PBTA	8.333333333333332	8/96	Medulloblastoma: LYSOSOME
LYSOSOME	Mixed neuronal-glial tumor	9	70	NA	NA	NA	NA	NA	PBTA	11.39240506329114	9/79	Mixed neuronal-glial tumor: LYSOSOME
LYSOSOME	Ependymoma	4	67	NA	NA	NA	NA	NA	PBTA	5.633802816901409	4/71	Ependymoma: LYSOSOME
LYSOSOME	Other high-grade glioma	3	73	NA	NA	NA	NA	NA	PBTA	3.9473684210526314	3/76	Other high-grade glioma: LYSOSOME
LYSOSOME	Craniopharyngioma	4	35	NA	NA	NA	NA	NA	PBTA	10.256410256410255	4/39	Craniopharyngioma: LYSOSOME
LYSOSOME	Meningioma	3	22	NA	NA	NA	NA	NA	PBTA	12	3/25	Meningioma: LYSOSOME
LYSOSOME	DIPG or DMG	2	51	NA	NA	NA	NA	NA	PBTA	3.7735849056603774	2/53	DIPG or DMG: LYSOSOME
LYSOSOME	Mesenchymal tumor	3	16	NA	NA	NA	NA	NA	PBTA	15.789473684210526	3/19	Mesenchymal tumor: LYSOSOME
LYSOSOME	Neurofibroma plexiform	3	12	NA	NA	NA	NA	NA	PBTA	20	3/15	Neurofibroma plexiform: LYSOSOME
LYSOSOME	Non-neoplastic tumor	2	26	NA	NA	NA	NA	NA	PBTA	7.142857142857142	2/28	Non-neoplastic tumor: LYSOSOME
LYSOSOME	Schwannoma	3	10	NA	NA	NA	NA	NA	PBTA	23.076923076923077	3/13	Schwannoma: LYSOSOME
LYSOSOME	Other tumor	5	16	NA	NA	NA	NA	NA	PBTA	23.809523809523807	5/21	Other tumor: LYSOSOME
MAPK SIGNALING PATHWAY	Low-grade glioma	12	209	NA	NA	NA	NA	NA	PBTA	5.429864253393665	12/221	Low-grade glioma: MAPK SIGNALING PATHWAY
MAPK SIGNALING PATHWAY	Mixed neuronal-glial tumor	6	73	NA	NA	NA	NA	NA	PBTA	7.59493670886076	6/79	Mixed neuronal-glial tumor: MAPK SIGNALING PATHWAY
MAPK SIGNALING PATHWAY	Ependymoma	5	66	NA	NA	NA	NA	NA	PBTA	7.042253521126761	5/71	Ependymoma: MAPK SIGNALING PATHWAY
MAPK SIGNALING PATHWAY	Other high-grade glioma	9	67	NA	NA	NA	NA	NA	PBTA	11.842105263157894	9/76	Other high-grade glioma: MAPK SIGNALING PATHWAY
MAPK SIGNALING PATHWAY	Atypical Teratoid Rhabdoid Tumor	4	23	NA	NA	NA	NA	NA	PBTA	14.814814814814813	4/27	Atypical Teratoid Rhabdoid Tumor: MAPK SIGNALING PATHWAY
MAPK SIGNALING PATHWAY	DIPG or DMG	2	51	NA	NA	NA	NA	NA	PBTA	3.7735849056603774	2/53	DIPG or DMG: MAPK SIGNALING PATHWAY
MAPK SIGNALING PATHWAY	Neurofibroma plexiform	10	5	NA	NA	NA	NA	NA	PBTA	66.66666666666666	10/15	Neurofibroma plexiform: MAPK SIGNALING PATHWAY
MAPK SIGNALING PATHWAY	Schwannoma	2	11	NA	NA	NA	NA	NA	PBTA	15.384615384615385	2/13	Schwannoma: MAPK SIGNALING PATHWAY
MAPK SIGNALING PATHWAY	Choroid plexus tumor	4	14	NA	NA	NA	NA	NA	PBTA	22.22222222222222	4/18	Choroid plexus tumor: MAPK SIGNALING PATHWAY
MATURITY ONSET DIABETES OF THE YOUNG	Mixed neuronal-glial tumor	2	77	NA	NA	NA	NA	NA	PBTA	2.5316455696202533	2/79	Mixed neuronal-glial tumor: MATURITY ONSET DIABETES OF THE YOUNG
MEDICUS ENV FACTOR BENZO A PYRENRE TO CYP MEDIATED METABOLISM	Low-grade glioma	2	219	NA	NA	NA	NA	NA	PBTA	0.904977375565611	2/221	Low-grade glioma: MEDICUS ENV FACTOR BENZO A PYRENRE TO CYP MEDIATED METABOLISM
MEDICUS ENV FACTOR IRON TO ANTEROGRADE AXONAL TRANSPORT	DIPG or DMG	2	51	NA	NA	NA	NA	NA	PBTA	3.7735849056603774	2/53	DIPG or DMG: MEDICUS ENV FACTOR IRON TO ANTEROGRADE AXONAL TRANSPORT
MEDICUS ENV FACTOR METALS TO NFKB SIGNALING PATHWAY	Atypical Teratoid Rhabdoid Tumor	2	25	NA	NA	NA	NA	NA	PBTA	7.4074074074074066	2/27	Atypical Teratoid Rhabdoid Tumor: MEDICUS ENV FACTOR METALS TO NFKB SIGNALING PATHWAY
MEDICUS ENV FACTOR NNK NNN TO PI3K SIGNALING PATHWAY N01350	Medulloblastoma	2	94	NA	NA	NA	NA	NA	PBTA	2.083333333333333	2/96	Medulloblastoma: MEDICUS ENV FACTOR NNK NNN TO PI3K SIGNALING PATHWAY N01350
