"pathway_id"	"genes"	"pathway_name"	"count_with_plp_control"	"total_cohort_size_control"	"count_without_plp_control"	"count_with_plp_case"	"total_cohort_size_case"	"count_without_plp_case"	"p"	"OR"	"ci.int1"	"ci.int2"	"padj"	"ntests"
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_TRANSPORT_OF_CALCIUM"	"APAF1,CASP3,CASP9,CYCS,DLG4,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,HTT,MCU,SLC25A31,SLC25A4,SLC25A5,SLC25A6,VDAC1,VDAC2,VDAC3"	"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_TRANSPORT_OF_CALCIUM"	7	6295	6288	3	830	827	0.101225667242658	3.25762607481751	0.542587472335843	14.3075691505202	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_PDYN_TO_TRANSPORT_OF_CALCIUM"	"GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,PDYN"	"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_PDYN_TO_TRANSPORT_OF_CALCIUM"	3	6295	6292	2	830	828	0.10670205366955	5.06414038798647	0.422395221308259	44.2687976813568	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_PSEN_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY"	"APAF1,CASP3,CASP7,CASP9,CYCS,MCU,PSEN1,PSEN2,RYR3,SLC25A31,SLC25A4,SLC25A5,SLC25A6,VDAC1,VDAC2,VDAC3"	"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_PSEN_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY"	15	6295	6280	1	830	829	1	0.505063889670201	0.0119853206187632	3.29106300162683	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_PSEN1_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY"	"CYCS,ITPR1,ITPR2,ITPR3,MCU,PSEN1,SLC25A31,SLC25A4,SLC25A5,SLC25A6,VDAC1,VDAC2,VDAC3"	"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_PSEN1_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY"	23	6295	6272	5	830	825	0.36713921725859	1.65255252088262	0.489435637985525	4.46047042485923	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION"	"ADRM1,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMA8,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,SEM1,SNCA"	"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION"	4	6295	6291	1	830	829	0.46176253420507	1.89685613947192	0.0384771919193144	19.1986468528022	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ANTEROGRADE_AXONAL_TRANSPORT"	"KIF5A,KIF5B,KIF5C,KLC1,KLC2,KLC3,KLC4,SNCA,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3D,TUBA3E,TUBA4A,TUBA8,TUBB,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,TUBB8"	"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ANTEROGRADE_AXONAL_TRANSPORT"	21	6295	6274	4	830	826	0.525228970623981	1.44669628370957	0.36016477489616	4.30251188957628	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I"	"MT-ND1,MT-ND2,MT-ND3,MT-ND4,MT-ND5,MT-ND6,NDUFA1,NDUFA10,NDUFA11,NDUFA12,NDUFA13,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFA9,NDUFAB1,NDUFB1,NDUFB10,NDUFB11,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFC1,NDUFC2,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS6,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NDUFV3,SNCA"	"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I"	60	6295	6235	10	830	820	0.454675247528523	1.2672295223681	0.576027052304575	2.50743319007025	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_PERK_ATF4_SIGNALING_PATHWAY"	"ATF4,DDIT3,EIF2AK3,EIF2S1,HSPA5,SNCA"	"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_PERK_ATF4_SIGNALING_PATHWAY"	1	6295	6294	1	830	829	0.219426697006413	7.58824535792013	0.0966051142886082	593.010017139508	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_VGCC_CA2_APOPTOTIC_PATHWAY"	"APAF1,CASP3,CASP9,CYCS,MCU,SLC25A31,SLC25A4,SLC25A5,SLC25A6,SNCA,VDAC1,VDAC2,VDAC3"	"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_VGCC_CA2_APOPTOTIC_PATHWAY"	5	6295	6290	2	830	828	0.191881478538078	3.03796921356719	0.288849286494321	18.5901314814676	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_INTRINSIC_APOPTOTIC_PATHWAY"	"APAF1,BAK1,BAX,BCL2,CASP3,CASP9,CYCS,SOD1"	"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_INTRINSIC_APOPTOTIC_PATHWAY"	2	6295	6293	1	830	829	0.310382171032059	3.79441113317013	0.0642574018744601	72.8062192521584	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_RETROGRADE_AXONAL_TRANSPORT"	"ACTR10,ACTR1A,ACTR1B,DCTN1,DCTN2,DCTN3,DCTN4,DCTN5,DCTN6,DNAH1,DNAH10,DNAH11,DNAH12,DNAH17,DNAH2,DNAH3,DNAH5,DNAH6,DNAH7,DNAH8,DNAH9,DNAI1,DNAI2,DNAL1,DNAL4,DNALI1,SOD1"	"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_RETROGRADE_AXONAL_TRANSPORT"	207	6295	6088	41	830	789	0.0199565080824795	1.52819742244225	1.05657931923362	2.16479975677285	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SPTBN2_TO_MGLUR1_TRPC3_SIGNALING_PATHWAY"	"GNAQ,GRM1,ITPR1,ITPR2,ITPR3,PLCB1,PLCB2,PLCB3,PLCB4,SPTBN2"	"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SPTBN2_TO_MGLUR1_TRPC3_SIGNALING_PATHWAY"	29	6295	6266	4	830	826	0.789775449137989	1.04634303078211	0.26659027156092	2.99053681019014	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_TDP43_TO_ELECTRON_TRANSFER_IN_COMPLEX_I"	"MT-ND1,MT-ND2,MT-ND3,MT-ND4,MT-ND5,MT-ND6,NDUFA1,NDUFA10,NDUFA11,NDUFA12,NDUFA13,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFA9,NDUFAB1,NDUFB1,NDUFB10,NDUFB11,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFC1,NDUFC2,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS6,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NDUFV3,TARDBP"	"KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_TDP43_TO_ELECTRON_TRANSFER_IN_COMPLEX_I"	62	6295	6233	11	830	819	0.357533682164849	1.35018295994147	0.638393327847805	2.59977537047081	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_APC_TO_WNT_SIGNALING_PATHWAY"	"APC,AXIN1,AXIN2,BIRC5,CCND1,CTNNB1,GSK3B,LEF1,MYC,TCF7,TCF7L1,TCF7L2"	"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_APC_TO_WNT_SIGNALING_PATHWAY"	47	6295	6248	7	830	823	0.673078018861489	1.13064126341331	0.42972353117357	2.52856700644585	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_ATP1A1_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY"	"ATF2,ATF4,ATF6B,ATP1A1,CACNA1D,CACNA1H,CALM1,CALM2,CALM3,CAMK1,CAMK1D,CAMK1G,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CAMK4,CREB1,CREB3,CREB3L1,CREB3L2,CREB3L3,CREB3L4,CREB5,CYP11B2"	"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_ATP1A1_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY"	13	6295	6282	5	830	825	0.0498797452095917	2.92803420922845	0.815176338032581	8.77952812624143	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_ATP2B3_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY"	"ATF2,ATF4,ATF6B,ATP2B3,CALM1,CALM2,CALM3,CAMK1,CAMK1D,CAMK1G,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CAMK4,CREB1,CREB3,CREB3L1,CREB3L2,CREB3L3,CREB3L4,CREB5,CYP11B2"	"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_ATP2B3_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY"	6	6295	6289	4	830	826	0.021561963211248	5.07397605661391	1.050902418867	21.4464425412107	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_ATXN3_TO_AUTOPHAGY_VESICLE_NUCLEATION"	"AMBRA1,ATG14,ATXN3,BECN1,PIK3C3,PIK3R4"	"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_ATXN3_TO_AUTOPHAGY_VESICLE_NUCLEATION"	0	6295	6295	1	830	829	0.116491228070175	Inf	0.194470155861654	Inf	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_AXIN_TO_WNT_SIGNALING_PATHWAY"	"APC,AXIN1,CCND1,CTNNB1,GSK3B,LEF1,MYC,TCF7,TCF7L1,TCF7L2"	"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_AXIN_TO_WNT_SIGNALING_PATHWAY"	47	6295	6248	7	830	823	0.673078018861489	1.13064126341331	0.42972353117357	2.52856700644585	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_ERBB4_TO_NRG_ERBB4_PI3K_SIGNALING_PATHWAY"	"ERBB4,NRG1,NRG2,NRG3,NRG4"	"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_ERBB4_TO_NRG_ERBB4_PI3K_SIGNALING_PATHWAY"	10	6295	6285	4	830	826	0.0705762542203435	3.04290464714917	0.695010069817907	10.5797248894038	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_FGF17_TO_RAS_ERK_SIGNALING_PATHWAY"	"ARAF,BRAF,FGF17,FGFR1,GRB2,HRAS,KRAS,MAP2K1,MAP2K2,MAPK1,MAPK3,NRAS,RAF1,SOS1,SOS2"	"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_FGF17_TO_RAS_ERK_SIGNALING_PATHWAY"	17	6295	6278	2	830	828	1	0.892012661419237	0.0997870667143387	3.76859283670912	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_OPTN_TO_PINK_PARKIN_MEDIATED_AUTOPHAGOSOME_FORMATION"	"CISD1,CISD2,FAF2,FKBP8,HK1,OPTN,PINK1,PRKN,TOMM70"	"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_OPTN_TO_PINK_PARKIN_MEDIATED_AUTOPHAGOSOME_FORMATION"	27	6295	6268	7	830	823	0.107671330716191	1.9743452816475	0.723520511591255	4.66655438240832	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_P62_TO_PINK_PARKIN_MEDIATED_AUTOPHAGOSOME_FORMATION"	"CISD1,CISD2,FAF2,FKBP8,HK1,MAP1LC3A,MAP1LC3B,MAP1LC3B2,MAP1LC3C,PINK1,PRKN,SQSTM1,TOMM70"	"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_P62_TO_PINK_PARKIN_MEDIATED_AUTOPHAGOSOME_FORMATION"	28	6295	6267	6	830	824	0.278677908639567	1.62962478092605	0.550030588375048	4.02692165717955	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PDE11A_PDE8B_TO_ACTH_CORTISOL_SIGNALING_PATHWAY"	"ATF2,ATF4,ATF6B,CREB1,CREB3,CREB3L1,CREB3L2,CREB3L3,CREB3L4,CREB5,CYP11B1,NR4A1,NR5A1,PBX1,PDE11A,PDE8B,PRKACA,PRKAR1A,SP1,STAR"	"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PDE11A_PDE8B_TO_ACTH_CORTISOL_SIGNALING_PATHWAY"	25	6295	6270	4	830	826	0.768853446451698	1.21449141520765	0.306448539285899	3.52956002584178	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PINK1_TO_ELECTRON_TRANSFER_IN_COMPLEX_I"	"MT-ND1,MT-ND2,MT-ND3,MT-ND4,MT-ND5,MT-ND6,NDUFA1,NDUFA10,NDUFA11,NDUFA12,NDUFA13,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA7,NDUFA8,NDUFA9,NDUFAB1,NDUFB1,NDUFB10,NDUFB11,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,NDUFC1,NDUFC2,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS6,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NDUFV3,PINK1"	"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PINK1_TO_ELECTRON_TRANSFER_IN_COMPLEX_I"	61	6295	6234	11	830	819	0.352911820229016	1.37253277357747	0.648455633067575	2.64569889746706	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PINK1_TO_INTRINSIC_APOPTOTIC_PATHWAY_N01048"	"APAF1,CASP3,CASP9,CYCS,HTRA2,PINK1,TRAP1"	"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PINK1_TO_INTRINSIC_APOPTOTIC_PATHWAY_N01048"	2	6295	6293	2	830	828	0.0692773698343373	7.5961969832003	0.549941491497304	104.951856373969	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PINK1_TO_INTRINSIC_APOPTOTIC_PATHWAY_N01050"	"APAF1,BAX,CASP3,CASP9,CYCS,PINK1,PRKN"	"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PINK1_TO_INTRINSIC_APOPTOTIC_PATHWAY_N01050"	15	6295	6280	6	830	824	0.0286187428601464	3.04786409370049	0.966092359755279	8.34258903679724	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PRKAR1A_TO_ACTH_CORTISOL_SIGNALING_PATHWAY"	"ATF2,ATF4,ATF6B,CREB1,CREB3,CREB3L1,CREB3L2,CREB3L3,CREB3L4,CREB5,CYP11B1,NR4A1,NR5A1,PBX1,PRKACA,PRKAR1A,SP1,STAR"	"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PRKAR1A_TO_ACTH_CORTISOL_SIGNALING_PATHWAY"	15	6295	6280	4	830	826	0.267570574860422	2.02721257065054	0.488565402356741	6.38435362846007	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PRKN_TO_INTRINSIC_APOPTOTIC_PATHWAY"	"APAF1,BAX,CASP3,CASP9,CYCS,PRKN"	"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PRKN_TO_INTRINSIC_APOPTOTIC_PATHWAY"	14	6295	6281	4	830	826	0.149363798389994	2.1722923827334	0.519428656288068	6.93866665334635	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PRKN_TO_MGLUR1_SIGNALING_PATHWAY"	"ITPR1,ITPR2,ITPR3,PLCG1,PRKN"	"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PRKN_TO_MGLUR1_SIGNALING_PATHWAY"	31	6295	6264	7	830	823	0.200386857438844	1.71848859118374	0.636606131601704	3.99464924003246	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PROK2_TO_PROK_PRKR_GI_ERK_SIGNALING_PATHWAY"	"GNAI1,GNAI2,GNAI3,MAPK1,MAPK3,PROK2,PROKR1,PROKR2"	"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PROK2_TO_PROK_PRKR_GI_ERK_SIGNALING_PATHWAY"	11	6295	6284	2	830	828	0.657257477392953	1.37981073507975	0.148393081834127	6.33882600295754	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PROKR2_TO_PROK_PRKR_GI_ERK_SIGNALING_PATHWAY"	"GNAI1,GNAI2,GNAI3,MAPK1,MAPK3,PROK1,PROK2,PROKR2"	"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PROKR2_TO_PROK_PRKR_GI_ERK_SIGNALING_PATHWAY"	11	6295	6284	2	830	828	0.657257477392953	1.37981073507975	0.148393081834127	6.33882600295754	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY"	"ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,ATF2,ATF4,ATF6B,CREB1,CREB3,CREB3L1,CREB3L2,CREB3L3,CREB3L4,CREB5,GNAI1,GNAI2,GNAI3,POMC,PRKACA,PRKACB,PRKACG,RASD1"	"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY"	45	6295	6250	5	830	825	1	0.841798054775584	0.260052421529352	2.12219115072564	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RUNX1_TO_TRANSCRIPTION"	"CSF1R,CSF2,IL3,MPO,RUNX1"	"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RUNX1_TO_TRANSCRIPTION"	8	6295	6287	1	830	829	1	0.947982479076932	0.0213385925768208	7.08679539228171	1	677
"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_SIGMAR1_TO_CA2_APOPTOTIC_PATHWAY"	"CYCS,ITPR1,ITPR2,ITPR3,MCU,SIGMAR1,SLC25A31,SLC25A4,SLC25A5,SLC25A6,VDAC1,VDAC2,VDAC3"	"KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_SIGMAR1_TO_CA2_APOPTOTIC_PATHWAY"	23	6295	6272	5	830	825	0.36713921725859	1.65255252088262	0.489435637985525	4.46047042485923	1	677
"KEGG_MEDICUS_VARIANT_NOTCH_OVEREXPRESSION_TO_NOTCH_SIGNALING_PATHWAY"	"DLL1,DLL3,DLL4,ERBB2,FLT4,HES1,HES5,HEY1,HEY2,HEYL,JAG1,JAG2,NOTCH1,NOTCH4,RBPJ,RBPJL"	"KEGG_MEDICUS_VARIANT_NOTCH_OVEREXPRESSION_TO_NOTCH_SIGNALING_PATHWAY"	13	6295	6282	4	830	826	0.127256231016571	2.33988659581098	0.554467169655683	7.59770032582126	1	677
"KEGG_MEDICUS_VARIANT_PAX8_PPARG_FUSION_TO_PPARG_MEDIATED_TRANSCRIPTION"	"PAX8,PPARG,RXRA,RXRB,RXRG"	"KEGG_MEDICUS_VARIANT_PAX8_PPARG_FUSION_TO_PPARG_MEDIATED_TRANSCRIPTION"	20	6295	6275	4	830	826	0.516407516612577	1.51925820224714	0.376671567143315	4.55102056507347	1	677
"KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY"	"APAF1,CASP3,CASP9,CYCS,ITPR1,ITPR2,ITPR3,MCU,PRNP,RYR1,RYR2,RYR3,SLC25A31,SLC25A4,SLC25A5,SLC25A6,VDAC1,VDAC2,VDAC3"	"KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY"	83	6295	6212	12	830	818	0.747007410252209	1.09796810494975	0.542970123735491	2.03304398413919	1	677
"KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_TRANSPORT_OF_CALCIUM"	"APAF1,CASP3,CASP9,CYCS,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,MCU,PRNP,SLC25A31,SLC25A4,SLC25A5,SLC25A6,VDAC1,VDAC2,VDAC3"	"KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_TRANSPORT_OF_CALCIUM"	7	6295	6288	2	830	828	0.282720366862045	2.16946107956709	0.219541934048884	11.4160497865815	1	677
"KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_VGCC_CA2_APOPTOTIC_PATHWAY"	"CACNA1B,CACNA1C,CACNA1D,CACNA1F,CACNA1S,PRNP"	"KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_VGCC_CA2_APOPTOTIC_PATHWAY"	47	6295	6248	2	830	828	0.116791284245644	0.321135035662404	0.0377166933099713	1.23038074990684	1	677
"KEGG_MEDICUS_VARIANT_TEL_AML1_FUSION_TO_TRANSCRIPTIONAL_REPRESSION"	"CSF2,DEFA3,ELANE,GZMB,HDAC1,HDAC2,IL3,MPO,NCOR1,RUNX1,SIN3A"	"KEGG_MEDICUS_VARIANT_TEL_AML1_FUSION_TO_TRANSCRIPTIONAL_REPRESSION"	17	6295	6278	3	830	827	0.500893139174688	1.33957524406311	0.250980671891778	4.64585006506103	1	677
"KEGG_MEDICUS_VARIANT_TGFA_OVEREXPRESSION_TO_PI3K_SIGNALING_PATHWAY"	"AKT1,AKT2,AKT3,EGFR,PIK3CA,PIK3CB,PIK3CD,TGFA"	"KEGG_MEDICUS_VARIANT_TGFA_OVEREXPRESSION_TO_PI3K_SIGNALING_PATHWAY"	5	6295	6290	1	830	829	0.524506508448018	1.51737893490383	0.0320457053204565	13.584224803752	1	677
"KEGG_MELANOGENESIS"	"ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,ASIP,CALM1,CALM2,CALM3,CALML3,CALML5,CALML6,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CREB1,CREB3,CREB3L1,CREB3L2,CREB3L3,CREB3L4,CREBBP,CTNNB1,DCT,DVL1,DVL2,DVL3,EDN1,EDNRB,EP300,FZD1,FZD10,FZD2,FZD3,FZD4,FZD5,FZD6,FZD7,FZD8,FZD9,GNAI1,GNAI2,GNAI3,GNAO1,GNAQ,GNAS,GSK3B,HRAS,KIT,KITLG,KRAS,LEF1,MAP2K1,MAP2K2,MAPK1,MAPK3,MC1R,MITF,NRAS,PLCB1,PLCB2,PLCB3,PLCB4,POMC,PRKACA,PRKACB,PRKACG,PRKCA,PRKCB,PRKCG,PRKX,RAF1,TCF7,TCF7L1,TCF7L2,TYR,TYRP1,WNT1,WNT10A,WNT10B,WNT11,WNT16,WNT2,WNT2B,WNT3,WNT3A,WNT4,WNT5A,WNT5B,WNT6,WNT7A,WNT7B,WNT8A,WNT8B,WNT9A,WNT9B"	"KEGG_MELANOGENESIS"	177	6295	6118	24	830	806	0.911062285569419	1.02923005366625	0.638232266918038	1.59351269805622	1	677
"KEGG_MELANOMA"	"AKT1,AKT2,AKT3,ARAF,BAD,BRAF,CCND1,CDH1,CDK4,CDK6,CDKN1A,CDKN2A,E2F1,E2F2,E2F3,EGF,EGFR,FGF1,FGF10,FGF11,FGF12,FGF13,FGF14,FGF16,FGF17,FGF18,FGF19,FGF2,FGF20,FGF21,FGF22,FGF23,FGF3,FGF4,FGF5,FGF6,FGF7,FGF8,FGF9,FGFR1,HGF,HRAS,IGF1,IGF1R,KRAS,MAP2K1,MAP2K2,MAPK1,MAPK3,MDM2,MET,MITF,NRAS,PDGFA,PDGFB,PDGFC,PDGFD,PDGFRA,PDGFRB,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R3,PIK3R5,PTEN,RAF1,RB1,TP53"	"KEGG_MELANOMA"	63	6295	6232	19	830	811	0.00273391433579247	2.31707268433738	1.30269662345579	3.94647021565478	1	677
"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450"	"ADH1A,ADH1B,ADH1C,ADH4,ADH5,ADH6,ADH7,AKR1C1,AKR1C2,AKR1C3,AKR1C4,ALDH1A3,ALDH3A1,ALDH3B1,ALDH3B2,CYP1A1,CYP1A2,CYP1B1,CYP2B6,CYP2C18,CYP2C19,CYP2C8,CYP2C9,CYP2E1,CYP2F1,CYP2S1,CYP3A4,CYP3A43,CYP3A5,CYP3A7,DHDH,EPHX1,GSTA1,GSTA2,GSTA3,GSTA4,GSTA5,GSTK1,GSTM1,GSTM2,GSTM3,GSTM4,GSTM5,GSTO1,GSTO2,GSTP1,GSTT1,GSTT2,GSTZ1,MGST1,MGST2,MGST3,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B11,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7"	"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450"	61	6295	6234	13	830	817	0.14104971615136	1.62599990472563	0.815813240579792	3.0080807977253	1	677
"KEGG_MISMATCH_REPAIR"	"EXO1,LIG1,MLH1,MLH3,MSH2,MSH3,MSH6,PCNA,PMS2,POLD1,POLD2,POLD3,POLD4,RFC1,RFC2,RFC3,RFC4,RFC5,RPA1,RPA2,RPA3,RPA4,SSBP1"	"KEGG_MISMATCH_REPAIR"	38	6295	6257	13	830	817	0.00637613114336248	2.61951687589271	1.27483001910219	5.05199268903303	1	677
