#sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
NA19028	AFR	AFR	0	0.998	0.002	0	0	58.394	-16.8441	-0.3119	1.1735	0.6372	NA	NA	NA	NA	NA
HG03884	SAS	SAS	0	0	0	1	0	0.4488	-9.3294	21.5712	-4.389	-3.0211	NA	NA	NA	NA	NA
HG01872	EAS	EAS	1	0	0	0	0	-7.0654	-43.3842	-1.3058	7.2275	5.7596	NA	NA	NA	NA	NA
NA21117	SAS	SAS	0	0	0	1	0	0.5167	-7.2826	17.8815	-4.9986	-0.3946	NA	NA	NA	NA	NA
HG03476	AFR	AFR	0	0.9999	1e-4	0	0	63.3968	-17.2359	0.7474	1.1982	2.5505	NA	NA	NA	NA	NA
HG02613	AFR	AFR	0	0.9995	5e-4	0	0	59.9189	-16.8902	0.0025	1.9712	1.0482	NA	NA	NA	NA	NA
NA12249	EUR	EUR	0	0	0.0083	0	0.9917	-0.5126	11.3183	-3.461	7.5266	-0.7371	NA	NA	NA	NA	NA
NA18917	AFR	AFR	0	1	0	0	0	63.8036	-17.2684	1.0848	3.4939	1.7347	NA	NA	NA	NA	NA
HG02861	AFR	AFR	0	0.9999	1e-4	0	0	61.7298	-16.5003	-1.4712	2.7991	-0.7278	NA	NA	NA	NA	NA
HG01272	AMR	AMR	0	0.1026	0.8974	0	0	8.6659	-6.9621	-8.7051	-8.9794	-1.3996	NA	NA	NA	NA	NA
NA12046	EUR	EUR	0	0	0.0021	0	0.9979	-1.4393	11.9077	-5.5026	7.8085	0.5266	NA	NA	NA	NA	NA
HG00463	EAS	EAS	1	0	0	0	0	-7.5016	-45.1385	-1.8033	7.751	1.3932	NA	NA	NA	NA	NA
NA19682	AMR	AMR	0	0.0075	0.9925	0	0	-1.1087	-7.1688	-12.2254	-13.6835	1.0496	NA	NA	NA	NA	NA
HG02291	AMR	AMR	0	1e-4	0.9999	0	0	-7.3083	-24.7639	-24.2336	-38.1378	2.9389	NA	NA	NA	NA	NA
HG00704	EAS	EAS	1	0	0	0	0	-8.4768	-45.194	-2.9828	6.9849	1.4177	NA	NA	NA	NA	NA
NA20760	EUR	EUR	0	0	0.0544	0	0.9456	2.0053	9.9377	-4.3128	9.4059	1.9614	NA	NA	NA	NA	NA
HG02727	SAS	SAS	0	0	0	1	0	1.1655	-7.8091	16.9974	-5.0999	0.9144	NA	NA	NA	NA	NA
HG02793	SAS	SAS	0	0	0	1	0	3.7493	-5.884	19.8215	-3.9058	-2.2617	NA	NA	NA	NA	NA
HG02756	AFR	AFR	0	0.9998	2e-4	0	0	62.1061	-16.3529	0.3701	1.4814	-0.866	NA	NA	NA	NA	NA
NA18517	AFR	AFR	0	0.9976	0.0024	0	0	62.046	-16.6983	-0.6318	1.1467	0.5849	NA	NA	NA	NA	NA
HG02391	EAS	EAS	1	0	0	0	0	-8.2941	-44.7533	-1.122	8.4225	7.9544	NA	NA	NA	NA	NA
NA20901	SAS	SAS	0	0	0	1	0	0.0232	-5.0405	15.3355	-6.124	2.1901	NA	NA	NA	NA	NA
NA18643	EAS	EAS	1	0	0	0	0	-8.8037	-45.1992	-4.7746	7.8499	-5.0683	NA	NA	NA	NA	NA
HG00590	EAS	EAS	1	0	0	0	0	-7.2035	-44.8255	-1.4848	9.1363	2.8709	NA	NA	NA	NA	NA
HG03986	SAS	SAS	0	0	0	1	0	2.1101	-7.3114	19.3775	-4.2542	2.1952	NA	NA	NA	NA	NA
HG02082	EAS	EAS	1	0	0	0	0	-6.7797	-43.7725	-2.0423	8.5021	6.5782	NA	NA	NA	NA	NA
HG04056	SAS	SAS	0	0	0	1	0	2.6046	-6.869	21.9419	-5.4391	0.6332	NA	NA	NA	NA	NA
HG03718	SAS	SAS	0	0	0	1	0	0.3967	-8.4952	21.5501	-6.0152	-2.1765	NA	NA	NA	NA	NA
HG01844	EAS	EAS	0.9999	0	1e-4	0	0	-7.3139	-42.3636	-0.4556	6.8998	4.6672	NA	NA	NA	NA	NA
NA19773	AMR	AMR	0	0.012	0.988	0	0	-1.123	-2.1999	-12.9494	-7.3449	0.5233	NA	NA	NA	NA	NA
NA19005	EAS	EAS	1	0	0	0	0	-6.3788	-43.916	-2.9517	6.9616	-2.822	NA	NA	NA	NA	NA
HG03722	SAS	SAS	0	0	0	1	0	1.774	-9.5273	22.4871	-7.0574	0.3349	NA	NA	NA	NA	NA
HG03870	SAS	SAS	0	0	0	1	0	0.6767	-8.6964	19.1092	-5.737	-4.1637	NA	NA	NA	NA	NA
HG00280	EUR	EUR	1e-4	0	0.1336	0	0.8663	-0.5983	8.2512	-6.4118	8.1132	-2.0144	NA	NA	NA	NA	NA
HG03887	SAS	SAS	0	0	0	1	0	1.7887	-8.0966	20.4555	-5.9709	2.2848	NA	NA	NA	NA	NA
HG04033	SAS	SAS	0	0	0	1	0	0.7386	-9.8421	19.1525	-5.2208	-0.3013	NA	NA	NA	NA	NA
NA18975	EAS	EAS	1	0	0	0	0	-9.5432	-42.445	-2.6431	6.8951	-5.0606	NA	NA	NA	NA	NA
HG00534	EAS	EAS	1	0	0	0	0	-7.2336	-43.1888	-4.3184	6.6169	-0.8336	NA	NA	NA	NA	NA
HG03455	AFR	AFR	0	0.9989	0.0011	0	0	62.4485	-19.4754	-0.9082	2.3619	2.1025	NA	NA	NA	NA	NA
HG01867	EAS	EAS	1	0	0	0	0	-7.7097	-43.5942	0.092	7.8201	6.2019	NA	NA	NA	NA	NA
NA19175	AFR	AFR	0	0.9994	6e-4	0	0	62.6972	-17.596	-0.7126	1.0401	-0.5213	NA	NA	NA	NA	NA
HG00277	EUR	EUR	0	0	0.169	0	0.831	-1.6847	11.5428	-5.0397	8.307	2.0029	NA	NA	NA	NA	NA
NA12873	EUR	EUR	0	0	0.0107	0	0.9893	-0.2987	13.2198	-5.7112	9.1612	1.3768	NA	NA	NA	NA	NA
HG03784	SAS	SAS	0	0	0	1	0	1.1248	-8.8301	21.7981	-7.5856	-2.2067	NA	NA	NA	NA	NA
HG03793	SAS	SAS	0	0	0	1	0	1.2641	-10.8523	20.2819	-4.0062	2.487	NA	NA	NA	NA	NA
NA19095	AFR	AFR	0	0.9998	2e-4	0	0	63.2548	-19.01	-0.4519	0.8388	4.7784	NA	NA	NA	NA	NA
HG01504	EUR	EUR	0	0	0.1394	0	0.8606	1.5818	12.2582	-4.6725	10.9134	1.6042	NA	NA	NA	NA	NA
HG01432	AMR	AMR	0	0.0015	0.9984	0	1e-4	2.2021	1.8432	-8.7718	0.0164	3.1636	NA	NA	NA	NA	NA
HG01991	AMR	AMR	0	0.0054	0.9946	0	0	-4.8986	-16.4559	-19.1349	-29.2248	1.1515	NA	NA	NA	NA	NA
HG01260	AMR	AMR	0	0.0051	0.9949	0	0	7.2618	-3.4039	-11.0085	-4.7364	-0.289	NA	NA	NA	NA	NA
HG02620	AFR	AFR	0	0.9997	3e-4	0	0	61.3595	-16.9256	-0.2042	2.2765	0.4605	NA	NA	NA	NA	NA
NA20540	EUR	EUR	0	0	4e-4	0	0.9996	1.8745	14.7715	-4.1307	6.6081	1.4923	NA	NA	NA	NA	NA
NA19200	AFR	AFR	0	0.9993	7e-4	0	0	62.0719	-17.6568	0.1158	1.6508	1.3874	NA	NA	NA	NA	NA
HG03247	AFR	AFR	0	1	0	0	0	62.1654	-16.7095	0.2531	1.5979	0.4386	NA	NA	NA	NA	NA
HG01348	AMR	AMR	0	6e-4	0.9994	0	0	0.1058	-3.3212	-13.3463	-11.7339	1.6926	NA	NA	NA	NA	NA
HG01630	EUR	EUR	0	0	0.0737	0	0.9263	2.5172	11.0755	-5.3825	9.4302	6.3077	NA	NA	NA	NA	NA
HG03300	AFR	AFR	0	0.9996	4e-4	0	0	61.734	-17.1569	-0.5572	2.5679	-0.2007	NA	NA	NA	NA	NA
HG00382	EUR	EUR	0	0	0.0085	0	0.9915	-0.454	8.2428	-6.4316	7.6171	-4.6026	NA	NA	NA	NA	NA
HG00350	EUR	EUR	0	0	0.0285	0	0.9715	-0.4888	11.0213	-5.652	8.0756	2.1057	NA	NA	NA	NA	NA
NA18628	EAS	EAS	1	0	0	0	0	-7.2428	-44.037	-1.4328	8.0131	3.5192	NA	NA	NA	NA	NA
HG02512	EAS	EAS	1	0	0	0	0	-6.5631	-43.1103	0.126	7.1134	6.8934	NA	NA	NA	NA	NA
HG02585	AFR	AFR	0	0.9993	7e-4	0	0	62.154	-16.5404	0.4554	1.8138	-2.4553	NA	NA	NA	NA	NA
HG01105	AMR	AMR	9e-4	4e-4	0.6145	8e-4	0.3835	6.3072	6.8374	-6.1519	5.2639	7.0406	NA	NA	NA	NA	NA
NA12144	EUR	EUR	0	0	0.0259	0	0.9741	-0.9208	13.5508	-6.3653	7.7813	4.3434	NA	NA	NA	NA	NA
NA18633	EAS	EAS	1	0	0	0	0	-7.5598	-45.7815	-3.7145	6.408	-0.1298	NA	NA	NA	NA	NA
HG00626	EAS	EAS	1	0	0	0	0	-7.8177	-45.9006	-1.914	7.4749	1.8114	NA	NA	NA	NA	NA
HG00683	EAS	EAS	1	0	0	0	0	-9.5212	-44.0049	-0.9955	7.582	5.1135	NA	NA	NA	NA	NA
HG02734	SAS	SAS	0	0	0	1	0	2.4522	-1.7096	11.262	-3.0876	2.7043	NA	NA	NA	NA	NA
HG01977	AMR	AMR	0	0.0027	0.9973	0	0	-5.9982	-17.0464	-19.5151	-31.182	1.3981	NA	NA	NA	NA	NA
HG00132	EUR	EUR	0	0	0.0592	0	0.9408	0.4776	13.9972	-6.5474	10.34	0.2445	NA	NA	NA	NA	NA
HG01858	EAS	EAS	1	0	0	0	0	-7.0114	-43.2571	-1.329	8.4539	4.2143	NA	NA	NA	NA	NA
HG02102	AMR	AMR	0	0.0019	0.9981	0	0	-5.5812	-21.194	-21.5179	-30.8272	2.4633	NA	NA	NA	NA	NA
HG01618	EUR	EUR	0	0	0.2703	0	0.7296	1.352	11.6682	-3.5702	8.3154	1.7076	NA	NA	NA	NA	NA
NA20754	EUR	EUR	0	0	0.003	0	0.997	2.1623	10.4631	-4.9161	9.3852	4.7231	NA	NA	NA	NA	NA
HG01521	EUR	EUR	0	0	0.0024	0	0.9976	1.9527	13.1449	-6.5088	9.0423	2.4941	NA	NA	NA	NA	NA
HG02260	AMR	AMR	0	0.0055	0.9945	0	0	-5.5558	-19.4545	-20.9557	-32.6763	-1.4414	NA	NA	NA	NA	NA
NA20828	EUR	EUR	0	0	8e-4	0	0.9992	2.4305	13.7997	-3.2686	9.0189	0.9521	NA	NA	NA	NA	NA
HG02786	SAS	SAS	0	0	0	1	0	2.0213	-8.5636	17.5094	-3.8101	-1.324	NA	NA	NA	NA	NA
NA19982	AFR	AFR	0	0.9857	0.0143	0	0	53.0663	-13.1189	-1.3587	2.5531	0.3961	NA	NA	NA	NA	NA
HG01527	EUR	EUR	0	0	0.0494	0	0.9506	2.5965	12.5557	-4.7925	8.2672	2.2456	NA	NA	NA	NA	NA
HG04099	SAS	SAS	0	0	0	1	0	3.2445	-6.1005	20.5889	-7.302	-1.2217	NA	NA	NA	NA	NA
NA19149	AFR	AFR	0	0.9994	6e-4	0	0	63.4611	-16.3368	-0.1479	1.8201	-0.2736	NA	NA	NA	NA	NA
NA12058	EUR	EUR	0	0	6e-4	0	0.9994	-1.2071	13.5924	-5.9665	7.8595	3.5859	NA	NA	NA	NA	NA
HG02235	EUR	EUR	0	0	0.0694	0	0.9306	1.326	13.1146	-3.6218	7.9079	2.6896	NA	NA	NA	NA	NA
HG03851	SAS	SAS	0	0	0	1	0	1.3758	-9.3211	19.1232	-4.3288	-4.7955	NA	NA	NA	NA	NA
HG00143	EUR	EUR	0	0	0.2807	0	0.7193	0.625	12.6363	-4.5955	8.3863	-0.442	NA	NA	NA	NA	NA
HG03436	AFR	AFR	0	0.9989	0.0011	0	0	63.1498	-18.4413	0.0772	1.1933	3.1287	NA	NA	NA	NA	NA
HG01111	AMR	AMR	0	0	0.6907	0	0.3093	5.5189	2.9154	-6.5498	2.1555	1.5268	NA	NA	NA	NA	NA
NA19091	EAS	EAS	1	0	0	0	0	-7.2025	-43.196	-0.8901	6.9154	-6.9418	NA	NA	NA	NA	NA
NA19719	AMR	AMR	0	0.001	0.999	0	0	-0.0988	-4.5838	-13.4098	-11.1222	2.8596	NA	NA	NA	NA	NA
NA19436	AFR	AFR	0	0.9993	7e-4	0	0	59.3108	-17.953	0.4814	1.7671	1.1103	NA	NA	NA	NA	NA
HG01583	SAS	SAS	0	0	0	1	0	1.8314	-1.7259	13.0668	-2.8588	4.3708	NA	NA	NA	NA	NA
NA19451	AFR	AFR	0	0.9999	1e-4	0	0	59.2439	-16.5046	-0.7182	0.8466	3.1569	NA	NA	NA	NA	NA
HG00151	EUR	EUR	0	0	8e-4	0	0.9992	-1.1007	11.5763	-4.452	7.6012	2.5392	NA	NA	NA	NA	NA
HG02281	AFR	AFR	0	0.9996	4e-4	0	0	60.0507	-14.7445	-0.1991	1.9376	-0.387	NA	NA	NA	NA	NA
NA20906	SAS	SAS	0	0	0	1	0	1.4621	-7.7169	18.1941	-5.7111	-0.4726	NA	NA	NA	NA	NA
NA18873	AFR	AFR	0	0.9989	0.0011	0	0	62.4706	-17.3941	0.0564	2.0993	1.0095	NA	NA	NA	NA	NA
NA18553	EAS	EAS	1	0	0	0	0	-6.7236	-42.5885	-2.7517	6.5972	-3.4065	NA	NA	NA	NA	NA
NA20342	AFR	AFR	0	0.7064	0.2936	0	0	37.3521	-5.9979	-3.2752	4.5915	2.6401	NA	NA	NA	NA	NA
NA19225	AFR	AFR	0	0.9999	1e-4	0	0	63.2818	-18.9318	-0.5846	1.4281	0.8089	NA	NA	NA	NA	NA
HG01031	EAS	EAS	1	0	0	0	0	-7.509	-44.735	-0.9155	8.3647	4.4083	NA	NA	NA	NA	NA
NA11992	EUR	EUR	0	0	0.0089	0	0.9911	-0.453	12.9742	-5.923	9.2018	-3.3711	NA	NA	NA	NA	NA
HG02275	AMR	AMR	0	2e-4	0.9998	0	0	-8.3061	-24.718	-24.1684	-37.3406	1.1207	NA	NA	NA	NA	NA
HG03998	SAS	SAS	0	0	0	1	0	3.0826	-8.0523	20.1436	-4.8417	-7.3068	NA	NA	NA	NA	NA
NA21092	SAS	SAS	0	0	0	1	0	-0.0151	-4.3176	16.5861	-4.5861	1.4724	NA	NA	NA	NA	NA
HG02657	SAS	SAS	0	0	0	0.9999	0	1.9704	-5.2651	14.5525	-2.4331	0.3071	NA	NA	NA	NA	NA
NA20505	EUR	EUR	0	0	6e-4	0	0.9994	2.0868	13.2533	-4.309	9.1631	2.2568	NA	NA	NA	NA	NA
HG01796	EAS	EAS	1	0	0	0	0	-8.8927	-44.8495	-0.5984	8.4163	7.7579	NA	NA	NA	NA	NA
HG03175	AFR	AFR	0	0.9992	8e-4	0	0	62.8662	-17.3866	-0.9102	1.7735	2.3655	NA	NA	NA	NA	NA
NA19984	AFR	AFR	0	0.9991	9e-4	0	0	53.6149	-13.811	1.5941	2.926	1.2942	NA	NA	NA	NA	NA
HG02601	SAS	SAS	0	0	0	1	0	1.9413	-4.6196	15.5544	-1.9019	-1.3544	NA	NA	NA	NA	NA
HG01885	AFR	AFR	0	0.9986	0.0014	0	0	58.6297	-17.029	-0.5195	2.5725	1.3677	NA	NA	NA	NA	NA
NA20281	AFR	AFR	0	0.9996	4e-4	0	0	52.7568	-13.7453	0.6417	2.1544	1.105	NA	NA	NA	NA	NA
HG00321	EUR	EUR	2e-4	0	0.0808	0	0.9189	-2.2444	8.8084	-4.2958	8.4465	-1.0904	NA	NA	NA	NA	NA
HG04209	SAS	SAS	0	0	0	1	0	1.3404	-6.4089	20.4801	-6.1401	2.2509	NA	NA	NA	NA	NA
HG01938	AMR	AMR	0	0	1	0	0	-7.8748	-24.0999	-24.3986	-40.1841	1.7446	NA	NA	NA	NA	NA
NA18488	AFR	AFR	0	0.9999	1e-4	0	0	64.19	-18.0286	-1.0313	1.8442	2.2136	NA	NA	NA	NA	NA
HG01709	EUR	EUR	0	0	0.1628	0	0.8372	3.6382	11.7203	-4.2036	7.5495	0.2215	NA	NA	NA	NA	NA
HG03953	SAS	SAS	0	0	0	1	0	4.008	-9.3033	19.2197	-1.5117	1.0744	NA	NA	NA	NA	NA
HG02649	SAS	SAS	0	0	0	1	0	0.9707	-0.7057	10.2307	-2.0131	4.6666	NA	NA	NA	NA	NA
HG03937	SAS	SAS	0	0	0	1	0	0.2745	-11.4086	16.6831	-4.4948	1.7232	NA	NA	NA	NA	NA
HG02976	AFR	AFR	0	0.9984	0.0016	0	0	62.8943	-17.9459	-0.4277	0.5886	4.3949	NA	NA	NA	NA	NA
HG00341	EUR	EUR	0	0	5e-4	0	0.9995	0.1697	8.0667	-3.301	7.1688	-2.7525	NA	NA	NA	NA	NA
NA12872	EUR	EUR	0	0	0.002	0	0.998	0.1293	12.1644	-4.7321	8.1243	1.448	NA	NA	NA	NA	NA
HG01586	SAS	SAS	0	0	0	1	0	2.655	-2.0484	12.723	-2.1879	-1.3994	NA	NA	NA	NA	NA
HG03974	SAS	SAS	0	0	0	1	0	1.26	-5.3494	19.4835	-3.6886	2.0747	NA	NA	NA	NA	NA
HG03578	AFR	AFR	0	0.9984	0.0016	0	0	64.2005	-16.4323	-0.2916	2.1178	1.8333	NA	NA	NA	NA	NA
HG01479	EUR	AMR	0	0	0.4845	0	0.5155	3.1113	6.8303	-6.7441	4.0032	2.6208	NA	NA	NA	NA	NA
HG02667	AFR	AFR	0	0.9973	0.0027	0	0	60.6208	-16.6836	-0.9368	1.1743	-0.1184	NA	NA	NA	NA	NA
HG03951	SAS	SAS	0	0	0	1	0	2.762	-7.2757	18.8073	-4.6133	3.2348	NA	NA	NA	NA	NA
HG03115	AFR	AFR	0	0.9995	5e-4	0	0	63.3198	-18.129	-0.4521	0.1915	0.7808	NA	NA	NA	NA	NA
HG00446	EAS	EAS	1	0	0	0	0	-8.6935	-45.1486	-2.9742	7.818	3.4993	NA	NA	NA	NA	NA
HG02450	AFR	AFR	0	0.9999	1e-4	0	0	58.2586	-15.073	-0.4157	2.8324	0.7894	NA	NA	NA	NA	NA
HG00708	EAS	EAS	1	0	0	0	0	-8.6455	-45.2685	-1.1925	7.8271	2.1853	NA	NA	NA	NA	NA
NA18974	EAS	EAS	1	0	0	0	0	-7.9025	-42.8813	-1.2857	7.1242	-5.5274	NA	NA	NA	NA	NA
HG02345	AMR	AMR	0	0.1192	0.8808	0	0	0.1128	-11.4104	-11.5619	-14.4144	4.3744	NA	NA	NA	NA	NA
HG03714	SAS	SAS	0	0	0	1	0	0.5776	-4.8928	14.4528	-0.7727	5.5778	NA	NA	NA	NA	NA
NA20872	SAS	SAS	0	0	0	1	0	1.3674	-1.3079	13.5001	-2.3269	0.4322	NA	NA	NA	NA	NA
HG00276	EUR	EUR	0	0	0.0018	0	0.9982	-1.5369	9.0164	-5.309	5.3608	-7.5815	NA	NA	NA	NA	NA
HG00189	EUR	EUR	0	0	0.0017	0	0.9983	-2.658	7.0685	-7.4143	9.9448	-5.6173	NA	NA	NA	NA	NA
HG02595	AFR	AFR	0	0.9997	3e-4	0	0	62.4628	-16.4479	-0.6688	1.5003	0.6462	NA	NA	NA	NA	NA
HG03039	AFR	AFR	0	0.9996	4e-4	0	0	62.5312	-17.1699	0.4832	3.0031	0.3562	NA	NA	NA	NA	NA
NA12287	EUR	EUR	0	0	0.02	0	0.98	1.578	12.1175	-4.4468	9.2018	0.8862	NA	NA	NA	NA	NA
HG01773	EUR	EUR	0	0	0.0136	0	0.9864	2.1695	12.1283	-6.53	10.248	2.3523	NA	NA	NA	NA	NA
HG00592	EAS	EAS	1	0	0	0	0	-6.6127	-43.7814	-3.1289	8.3407	0.3488	NA	NA	NA	NA	NA
NA19707	AFR	AFR	0	0.9956	0.0044	0	0	44.0731	-7.8261	-3.1758	2.5521	0.1065	NA	NA	NA	NA	NA
HG01204	AMR	AMR	8e-4	1e-4	0.8724	0	0.1267	5.7393	4.8779	-5.7938	1.8617	2.4205	NA	NA	NA	NA	NA
HG02574	AFR	AFR	0	0.9998	2e-4	0	0	59.9326	-15.1491	-0.6056	3.0737	0.4655	NA	NA	NA	NA	NA
NA19315	AFR	AFR	0	0.999	0.001	0	0	58.5634	-15.3516	0.4828	2.8617	0.8068	NA	NA	NA	NA	NA
HG00631	EAS	EAS	1	0	0	0	0	-7.2107	-43.4523	-2.4548	8.9239	-0.3437	NA	NA	NA	NA	NA
HG02728	SAS	SAS	0	0	0	1	0	0.9905	-9.0964	17.7907	-3.4298	-0.0614	NA	NA	NA	NA	NA
NA12383	EUR	EUR	0	0	0	0	1	0.8606	13.011	-3.4034	9.504	-2.225	NA	NA	NA	NA	NA
HG03941	SAS	SAS	0	0	0	1	0	0.7149	-11.886	20.5469	-8.0825	-1.2887	NA	NA	NA	NA	NA
HG02113	EAS	EAS	1	0	0	0	0	-8.5646	-42.715	-0.291	9.0673	6.4048	NA	NA	NA	NA	NA
NA20804	EUR	EUR	0	0	0.0102	0	0.9898	1.8779	10.9041	-5.0555	10.6801	1.2472	NA	NA	NA	NA	NA
NA20753	EUR	EUR	0	0	0.0022	0	0.9978	0.3576	12.0944	-5.6879	10.6836	-1.0847	NA	NA	NA	NA	NA
HG00117	EUR	EUR	0	0	0.0042	0	0.9958	-0.0504	12.462	-4.888	10.5625	1.7625	NA	NA	NA	NA	NA
NA19324	AFR	AFR	0	0.9984	0.0016	0	0	59.0122	-16.3447	-0.0046	2.098	0.5461	NA	NA	NA	NA	NA
NA19454	AFR	AFR	0	0.9994	6e-4	0	0	61.3644	-17.2375	-0.2903	0.7988	5.208	NA	NA	NA	NA	NA
HG03687	SAS	SAS	0	0	0	1	0	1.3333	-7.9275	19.2868	-4.2387	0.9355	NA	NA	NA	NA	NA
HG00338	EUR	EUR	0	0	0.0021	0	0.9979	-0.8916	8.6499	-7.8277	8.9092	-1.4928	NA	NA	NA	NA	NA
HG03095	AFR	AFR	0	0.9993	7e-4	0	0	62.3817	-17.5802	0.3895	1.0549	3.8267	NA	NA	NA	NA	NA
NA19394	AFR	AFR	0	0.9988	0.0012	0	0	60.1696	-18.1145	-0.3713	0.137	2.8425	NA	NA	NA	NA	NA
HG03583	AFR	AFR	0	0.9992	8e-4	0	0	62.0027	-17.7706	-0.3608	2.3198	-0.9268	NA	NA	NA	NA	NA
HG03854	SAS	SAS	0	0	0	1	0	2.0906	-8.2073	20.3939	-7.4128	-3.5733	NA	NA	NA	NA	NA
HG02690	SAS	SAS	0	0	1e-4	0.9999	0	1.1163	0.043	13.0123	-0.9275	-2.821	NA	NA	NA	NA	NA
HG01944	AMR	AMR	0	0.0039	0.9961	0	0	-5.3711	-29.0358	-11.8965	-16.3703	4.427	NA	NA	NA	NA	NA
NA20818	EUR	EUR	0	0	0.006	0	0.994	0.8551	10.6798	-4.5346	7.7047	2.4357	NA	NA	NA	NA	NA
HG02763	AFR	AFR	0	0.9972	0.0028	0	0	61.4861	-17.8975	-0.3892	2.6626	0.8165	NA	NA	NA	NA	NA
HG03643	SAS	SAS	0	0	0	1	0	1.0595	-7.9866	20.0199	-3.2464	-1.9195	NA	NA	NA	NA	NA
NA19701	AFR	AFR	0	0.9993	7e-4	0	0	51.6179	-12.8502	0.4883	0.8947	0.5524	NA	NA	NA	NA	NA
NA19375	AFR	AFR	0	0.9997	3e-4	0	0	58.2563	-16.2676	1.5387	2.0651	0.9269	NA	NA	NA	NA	NA
HG02715	AFR	AFR	0	0.9998	2e-4	0	0	60.7111	-17.2297	-0.9608	2.2026	-0.875	NA	NA	NA	NA	NA
NA20911	SAS	SAS	0	0	0	1	0	0.6287	-6.2209	18.9604	-4.1028	2.8123	NA	NA	NA	NA	NA
HG00180	EUR	EUR	0	0	4e-4	0	0.9996	0.0033	10.4408	-6.6738	8.2366	-4.162	NA	NA	NA	NA	NA
NA18560	EAS	EAS	1	0	0	0	0	-6.5297	-44.8964	-2.5508	7.5377	1.0055	NA	NA	NA	NA	NA
NA18519	AFR	AFR	0	0.9997	3e-4	0	0	63.3825	-18.409	-0.3521	1.8094	-0.699	NA	NA	NA	NA	NA
HG01080	AMR	AMR	0	0.0065	0.9935	0	0	6.2097	1.921	-10.8623	-2.9431	-0.6541	NA	NA	NA	NA	NA
HG01965	AMR	AMR	0	0.0013	0.9987	0	0	0.9274	-12.3539	-14.2888	-18.6895	1.8311	NA	NA	NA	NA	NA
HG03603	SAS	SAS	0	0	0	1	0	0.2683	-11.4998	17.9417	-4.0601	-2.0381	NA	NA	NA	NA	NA
HG03907	SAS	SAS	0	0	0	1	0	0.5225	-11.6837	16.0323	-4.9847	3.5741	NA	NA	NA	NA	NA
NA18865	AFR	AFR	0	0.9998	2e-4	0	0	63.483	-18.6108	0.5697	1.0988	2.1295	NA	NA	NA	NA	NA
NA18953	EAS	EAS	1	0	0	0	0	-8.6236	-43.5155	-3.8485	4.7547	-0.7915	NA	NA	NA	NA	NA
HG03686	SAS	SAS	0	0	0	1	0	2.5964	-8.8235	19.5095	-5.4399	-2.2092	NA	NA	NA	NA	NA
HG02012	AFR	AFR	0	0.9995	5e-4	0	0	58.9045	-14.9817	-0.3587	2.7499	1.2017	NA	NA	NA	NA	NA
NA20528	EUR	EUR	0	0	7e-4	0	0.9993	-0.8073	12.2438	-4.9795	8.73	3.6585	NA	NA	NA	NA	NA
HG02150	AMR	AMR	0	1e-4	0.9999	0	0	-9.3291	-22.6899	-24.0619	-36.4047	3.4429	NA	NA	NA	NA	NA
HG03863	SAS	SAS	0	0	0	1	0	1.3069	-7.0325	20.5161	-4.3921	2.5459	NA	NA	NA	NA	NA
HG04019	SAS	SAS	0	0	0	1	0	0.9458	-6.6915	18.1311	-4.4302	0.2636	NA	NA	NA	NA	NA
HG02308	AFR	AFR	0	0.9967	0.0033	0	0	55.9501	-14.6515	-1.1322	2.0515	2.2688	NA	NA	NA	NA	NA
HG01345	EUR	AMR	0	0	0.0586	0	0.9414	2.4525	1.9588	-7.9176	-1.2617	-0.6394	NA	NA	NA	NA	NA
HG00524	EAS	EAS	1	0	0	0	0	-8.6919	-44.7038	-2.4757	7.2689	0.8554	NA	NA	NA	NA	NA
HG03890	SAS	SAS	0	0	0	1	0	3.351	-8.949	16.9485	-4.2916	0.4441	NA	NA	NA	NA	NA
NA19118	AFR	AFR	0	0.9994	6e-4	0	0	60.9416	-16.9925	-0.0556	2.1912	3.2001	NA	NA	NA	NA	NA
HG02648	SAS	SAS	0	0	0	1	0	2.136	0.1052	10.2815	-2.5872	0.8266	NA	NA	NA	NA	NA
HG03085	AFR	AFR	0	1	0	0	0	64.544	-16.9397	0.505	0.6029	2.1793	NA	NA	NA	NA	NA
HG01874	EAS	EAS	1	0	0	0	0	-7.9617000000000004	-42.5498	-1.4269	6.0877	5.2566	NA	NA	NA	NA	NA
NA18630	EAS	EAS	1	0	0	0	0	-6.4739	-43.9298	-2.6249	8.1096	0.6771	NA	NA	NA	NA	NA
HG03717	SAS	SAS	0	0	0	1	0	2.7818	-8.545	23.0565	-5.644	-0.0565	NA	NA	NA	NA	NA
NA20543	EUR	EUR	0	0	0.0062	0	0.9938	3.2566	12.5072	-4.9537	9.8403	0.4133	NA	NA	NA	NA	NA
HG04094	SAS	SAS	0	0	0	1	0	1.01	-7.0622	19.7304	-2.4912	1.5395	NA	NA	NA	NA	NA
HG01924	AMR	AMR	0	0.0031	0.9969	0	0	0.8654	-20.0275	-16.9733	-25.8087	2.1161	NA	NA	NA	NA	NA
NA12154	EUR	EUR	0	0	0.022	0	0.978	0.5881	12.2327	-5.1589	9.6153	-1.7424	NA	NA	NA	NA	NA
